[22-09-24 18:40:46.322] LOG  : General     , 1727023246322> 8.775.239.128> Base.DR_200: displaycategory, WepFire.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> dropdown110 = 	2.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> dropdown111 = 	2.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> dropdown112 = 	2.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> dropdown113 = 	2.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> dropdown114 = 	1.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> dropdown115 = 	5.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> dropdown116 = 	1.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> dropdown117 = 	1.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> dropdown118 = 	7.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> dropdown119 = 	3.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> checkbox120 = 	true.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> checkbox121 = 	true.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> checkbox122 = 	true.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> checkbox123 = 	true.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.077> checkbox124 = 	true.
[22-09-24 19:04:33.242] LOG  : General     , 1727024673242> 8.776.666.078> checkbox125 = 	true.
[22-09-24 19:04:33.243] LOG  : General     , 1727024673243> 8.776.666.078> dropdown126 = 	8.
[22-09-24 19:04:33.243] LOG  : General     , 1727024673243> 8.776.666.078> ZOMBIE CCW LOOT = 	2.
[22-09-24 19:04:33.243] LOG  : General     , 1727024673243> 8.776.666.078> VEHICLE LOOT = 	11.
[22-09-24 19:04:33.243] LOG  : General     , 1727024673243> 8.776.666.078> POWERTOOLS = 	11.
[22-09-24 19:04:33.243] LOG  : General     , 1727024673243> 8.776.666.078> RELOADING ITEMS = 	4.
[22-09-24 19:04:33.243] LOG  : General     , 1727024673243> 8.776.666.078> AUTO EQUIP THROWN = 	false.
[22-09-24 19:04:33.243] LOG  : General     , 1727024673243> 8.776.666.078> AUTO SELECT MAG = 	1.
[22-09-24 19:04:33.243] LOG  : General     , 1727024673243> 8.776.666.078> AUTO ACTIVATE NV = 	2.
[22-09-24 19:04:33.243] LOG  : General     , 1727024673243> 8.776.666.078> EMERGENCY RELOAD = 	2.
[22-09-24 19:04:33.243] LOG  : General     , 1727024673243> 8.776.666.078> ARROW BREAKAGE = 	5.
[22-09-24 19:04:33.243] LOG  : General     , 1727024673243> 8.776.666.078> VISUAL EFFECTS = 	true.
[22-09-24 19:04:33.243] LOG  : General     , 1727024673243> 8.776.666.078> BURN TIME = 	5.
[22-09-24 19:04:33.243] LOG  : General     , 1727024673243> 8.776.666.078> IGNITE TARGET = 	5.
[22-09-24 19:04:33.244] LOG  : General     , 1727024673244> 8.776.666.079> HIT ALL BODY PARTS = 	false.
[22-09-24 19:04:33.244] LOG  : General     , 1727024673244> 8.776.666.079> ARCHERY DAMAGE = 	6.
[22-09-24 19:04:33.244] LOG  : General     , 1727024673244> 8.776.666.079> SKIP REMOVALS = 	false.
[22-09-24 19:04:33.244] LOG  : General     , 1727024673244> 8.776.666.079> FIXED ROTATION = 	6.
[22-09-24 19:04:33.244] LOG  : General     , 1727024673244> 8.776.666.079> AUTO ACTIVATE LASER = 	1.
[22-09-24 19:04:33.244] LOG  : General     , 1727024673244> 8.776.666.079> WEAPONLIGHT RUNTIME = 	6.
[22-09-24 19:04:33.244] LOG  : General     , 1727024673244> 8.776.666.079> HVY WEAPON MOVEMENT = 	1.
[22-09-24 19:04:33.244] LOG  : General     , 1727024673244> 8.776.666.079> FIREARM DAMAGE = 	6.
[22-09-24 19:04:33.244] LOG  : General     , 1727024673244> 8.776.666.079> MELEE DAMAGE = 	6.
[22-09-24 19:06:21.757] LOG  : General     , 1727024781757> 8.776.774.593> Trying to load Moddata: 	table 0x827883750.
[22-09-24 19:06:21.757] LOG  : General     , 1727024781757> 8.776.774.593> RemoteLinkTable loaded: 	nil.
[22-09-24 19:06:21.757] LOG  : General     , 1727024781757> 8.776.774.593> No Remote Linktable could be found in the  ModData.
[22-09-24 19:06:21.971] LOG  : General     , 1727024781971> 8.776.774.807> snow from 28 to 24.
[22-09-24 19:08:51.839] LOG  : General     , 1727024931839> 8.776.924.677> Trying to load Moddata: 	table 0x827883750.
[22-09-24 19:08:51.840] LOG  : General     , 1727024931840> 8.776.924.678> RemoteLinkTable loaded: 	nil.
[22-09-24 19:08:51.840] LOG  : General     , 1727024931840> 8.776.924.678> No Remote Linktable could be found in the  ModData.
[22-09-24 19:08:52.072] LOG  : General     , 1727024932072> 8.776.924.909> snow from 24 to 17.
[22-09-24 19:09:33.337] LOG  : General     , 1727024973337> 8.776.966.175> *******************************************.
[22-09-24 19:09:33.337] LOG  : General     , 1727024973337> 8.776.966.175> ** SANDBOXVARS TRANSFERED TO MOD OPTIONS **.
[22-09-24 19:09:33.337] LOG  : General     , 1727024973337> 8.776.966.175> *******************************************.
[22-09-24 19:09:33.337] LOG  : General     , 1727024973337> 8.776.966.175> Show Hit Damage = 	false.
[22-09-24 19:09:33.337] LOG  : General     , 1727024973337> 8.776.966.175> Show Range/Hit% = 	false.
[22-09-24 19:09:33.337] LOG  : General     , 1727024973337> 8.776.966.175> Show Weapon Info = 	1.
[22-09-24 19:09:33.337] LOG  : General     , 1727024973337> 8.776.966.175> Show Ammunition = 	true.
[22-09-24 19:09:33.337] LOG  : General     , 1727024973337> 8.776.966.175> Movement Gauge = 	true.
[22-09-24 19:09:33.337] LOG  : General     , 1727024973337> 8.776.966.175> Dynamic Recoil System = 	true.
[22-09-24 19:09:33.337] LOG  : General     , 1727024973337> 8.776.966.175> Dynamic Range System = 	1.
[22-09-24 19:09:33.338] LOG  : General     , 1727024973338> 8.776.966.175> Reset Sight Picture = 	true.
[22-09-24 19:09:33.338] LOG  : General     , 1727024973338> 8.776.966.176> Firearm Jamm = 	4.
[22-09-24 19:09:33.338] LOG  : General     , 1727024973338> 8.776.966.176> Firearms never Break = 	false.
[22-09-24 19:09:33.338] LOG  : General     , 1727024973338> 8.776.966.176> Attachements break on melee = 	5.
[22-09-24 19:09:33.338] LOG  : General     , 1727024973338> 8.776.966.176> attachements break on fire = 	5.
[22-09-24 19:09:33.338] LOG  : General     , 1727024973338> 8.776.966.176> Supression Level = 	3.
[22-09-24 19:09:33.338] LOG  : General     , 1727024973338> 8.776.966.176> Bass sound Level = 	1.
[22-09-24 19:09:33.338] LOG  : General     , 1727024973338> 8.776.966.176> Luncher range multiplier = 	1.
[22-09-24 19:09:33.338] LOG  : General     , 1727024973338> 8.776.966.176> Vehicule penalty = 	false.
[22-09-24 19:09:33.338] LOG  : General     , 1727024973338> 8.776.966.176> Debug Confirmation level = 	2.
[22-09-24 19:09:33.338] LOG  : General     , 1727024973338> 8.776.966.176> Use vanilla shot sound brita's = 	false.
[22-09-24 19:09:33.338] LOG  : General     , 1727024973338> 8.776.966.176> Eject Spend shells  = 	11.
[22-09-24 19:09:33.338] LOG  : General     , 1727024973338> 8.776.966.176> Type (Bow / Crossbow) = 	6.
[22-09-24 19:09:33.338] LOG  : General     , 1727024973338> 8.776.966.176> Type (Flame Thrower) = 	2.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.176> dropdown22 = 	3.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.177> dropdown23 = 	2.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.177> dropdown24 = 	4.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.177> dropdown25 = 	6.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.177> dropdown26 = 	6.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.177> dropdown27 = 	6.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.177> dropdown28 = 	3.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.177> dropdown29 = 	4.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.177> dropdown30 = 	5.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.177> dropdown31 = 	4.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.177> dropdown32 = 	3.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.177> dropdown33 = 	11.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.177> dropdown34 = 	11.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.177> dropdown35 = 	11.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.177> dropdown36 = 	11.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.177> dropdown37 = 	11.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.177> dropdown38 = 	11.
[22-09-24 19:09:33.339] LOG  : General     , 1727024973339> 8.776.966.177> dropdown39 = 	11.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.177> dropdown40 = 	11.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.177> dropdown41 = 	6.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.177> dropdown42 = 	2.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.178> dropdown43 = 	2.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.178> dropdown44 = 	6.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.178> dropdown45 = 	2.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.178> dropdown46 = 	4.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.178> dropdown47 = 	5.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.178> dropdown48 = 	4.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.178> dropdown49 = 	5.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.178> dropdown50 = 	6.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.178> dropdown51 = 	6.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.178> dropdown52 = 	4.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.178> dropdown53 = 	3.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.178> dropdown54 = 	3.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.178> dropdown55 = 	4.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.178> dropdown56 = 	6.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.178> dropdown57 = 	5.
[22-09-24 19:09:33.340] LOG  : General     , 1727024973340> 8.776.966.178> dropdown58 = 	6.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.178> dropdown59 = 	4.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.178> dropdown60 = 	5.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.178> dropdown61 = 	6.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.178> dropdown62 = 	6.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.179> dropdown63 = 	2.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.179> dropdown64 = 	2.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.179> dropdown65 = 	2.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.179> dropdown66 = 	2.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.179> dropdown67 = 	2.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.179> dropdown68 = 	2.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.179> dropdown69 = 	6.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.179> dropdown70 = 	4.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.179> dropdown71 = 	3.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.179> dropdown72 = 	2.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.179> dropdown73 = 	2.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.179> dropdown74 = 	3.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.179> dropdown75 = 	4.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.179> dropdown76 = 	3.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.179> dropdown77 = 	2.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.179> dropdown78 = 	4.
[22-09-24 19:09:33.341] LOG  : General     , 1727024973341> 8.776.966.179> dropdown79 = 	2.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.179> dropdown80 = 	6.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.179> dropdown81 = 	5.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.179> dropdown82 = 	1.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.180> dropdown83 = 	1.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.180> dropdown84 = 	1.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.180> dropdown85 = 	1.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.180> dropdown86 = 	1.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.180> dropdown87 = 	1.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.180> dropdown88 = 	1.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.180> dropdown89 = 	1.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.180> dropdown90 = 	2.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.180> dropdown91 = 	2.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.180> dropdown92 = 	2.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.180> dropdown93 = 	2.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.180> dropdown94 = 	2.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.180> dropdown95 = 	2.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.180> dropdown96 = 	2.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.180> dropdown97 = 	2.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.180> dropdown98 = 	2.
[22-09-24 19:09:33.342] LOG  : General     , 1727024973342> 8.776.966.180> dropdown99 = 	2.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.180> dropdown100 = 	2.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.180> dropdown101 = 	2.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.180> dropdown102 = 	2.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.180> dropdown103 = 	2.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.181> dropdown104 = 	2.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.181> dropdown105 = 	2.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.181> dropdown106 = 	2.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.181> dropdown107 = 	2.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.181> dropdown108 = 	2.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.181> dropdown109 = 	2.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.181> dropdown110 = 	2.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.181> dropdown111 = 	2.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.181> dropdown112 = 	2.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.181> dropdown113 = 	2.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.181> dropdown114 = 	1.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.181> dropdown115 = 	5.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.181> dropdown116 = 	1.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.181> dropdown117 = 	1.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.181> dropdown118 = 	7.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.181> dropdown119 = 	3.
[22-09-24 19:09:33.343] LOG  : General     , 1727024973343> 8.776.966.181> checkbox120 = 	true.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.181> checkbox121 = 	true.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.181> checkbox122 = 	true.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.181> checkbox123 = 	true.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.181> checkbox124 = 	true.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.181> checkbox125 = 	true.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.182> dropdown126 = 	8.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.182> ZOMBIE CCW LOOT = 	2.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.182> VEHICLE LOOT = 	11.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.182> POWERTOOLS = 	11.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.182> RELOADING ITEMS = 	4.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.182> AUTO EQUIP THROWN = 	false.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.182> AUTO SELECT MAG = 	1.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.182> AUTO ACTIVATE NV = 	2.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.182> EMERGENCY RELOAD = 	2.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.182> ARROW BREAKAGE = 	5.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.182> VISUAL EFFECTS = 	true.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.182> BURN TIME = 	5.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.182> IGNITE TARGET = 	5.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.182> HIT ALL BODY PARTS = 	false.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.182> ARCHERY DAMAGE = 	6.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.182> SKIP REMOVALS = 	false.
[22-09-24 19:09:33.344] LOG  : General     , 1727024973344> 8.776.966.182> FIXED ROTATION = 	6.
[22-09-24 19:09:33.345] LOG  : General     , 1727024973345> 8.776.966.182> AUTO ACTIVATE LASER = 	1.
[22-09-24 19:09:33.345] LOG  : General     , 1727024973345> 8.776.966.182> WEAPONLIGHT RUNTIME = 	6.
[22-09-24 19:09:33.345] LOG  : General     , 1727024973345> 8.776.966.182> HVY WEAPON MOVEMENT = 	1.
[22-09-24 19:09:33.345] LOG  : General     , 1727024973345> 8.776.966.182> FIREARM DAMAGE = 	6.
[22-09-24 19:09:33.345] LOG  : General     , 1727024973345> 8.776.966.183> MELEE DAMAGE = 	6.
[22-09-24 19:11:22.073] LOG  : General     , 1727025082073> 8.777.074.913> Trying to load Moddata: 	table 0x827883750.
[22-09-24 19:11:22.073] LOG  : General     , 1727025082073> 8.777.074.913> RemoteLinkTable loaded: 	nil.
[22-09-24 19:11:22.073] LOG  : General     , 1727025082073> 8.777.074.913> No Remote Linktable could be found in the  ModData.
[22-09-24 19:11:22.254] LOG  : General     , 1727025082254> 8.777.075.094> snow from 17 to 11.
[22-09-24 19:13:52.123] LOG  : General     , 1727025232123> 8.777.224.964> Trying to load Moddata: 	table 0x827883750.
[22-09-24 19:13:52.123] LOG  : General     , 1727025232123> 8.777.224.965> RemoteLinkTable loaded: 	nil.
