[22-09-24 15:13:17.254] LOG  : General     , 1727010797254> 0> SapphCooking.SlicedEggplant: displaycategory, FoodP.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 696075988.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 976722013.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 1864737747.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 2033343751.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 1716816393.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 1179305637.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 1694463162.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 1833896814.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 651214107.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 285502670.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 662919169.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 1836144774.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 595382703.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 1429692330.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 1277253122.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 516153191.
[22-09-24 15:14:56.229] LOG  : General     , 1727010896229> 0> Error: Dupe item ID. id = 962044165.
[22-09-24 15:14:56.230] LOG  : General     , 1727010896230> 0> Error: Dupe item ID. id = 1432372859.
[22-09-24 15:14:56.230] LOG  : General     , 1727010896230> 0> Error: Dupe item ID. id = 1211473307.
[22-09-24 15:14:56.230] LOG  : General     , 1727010896230> 0> Error: Dupe item ID. id = 703213366.
[22-09-24 15:14:56.230] LOG  : General     , 1727010896230> 0> Error: Dupe item ID. id = 310162308.
[22-09-24 15:14:56.230] LOG  : General     , 1727010896230> 0> Error: Dupe item ID. id = 470338222.
[22-09-24 15:14:56.230] LOG  : General     , 1727010896230> 0> Error: Dupe item ID. id = 1057761744.
[22-09-24 15:14:56.230] LOG  : General     , 1727010896230> 0> Error: Dupe item ID. id = 1172744889.
[22-09-24 15:14:56.230] LOG  : General     , 1727010896230> 0> Error: Dupe item ID. id = 1150053616.
[22-09-24 15:14:56.230] LOG  : General     , 1727010896230> 0> Error: Dupe item ID. id = 1345424719.
[22-09-24 15:14:56.230] LOG  : General     , 1727010896230> 0> Error: Dupe item ID. id = 1386131323.
[22-09-24 15:14:56.230] LOG  : General     , 1727010896230> 0> Error: Dupe item ID. id = 958240158.
[22-09-24 15:14:56.230] LOG  : General     , 1727010896230> 0> Error: Dupe item ID. id = 1843242003.
[22-09-24 15:14:56.230] LOG  : General     , 1727010896230> 0> Error: Dupe item ID. id = 1132738374.
[22-09-24 15:14:56.230] LOG  : General     , 1727010896230> 0> Error: Dupe item ID. id = 45394003.
[22-09-24 15:14:56.230] LOG  : General     , 1727010896230> 0> Error: Dupe item ID. id = 860645926.
[22-09-24 15:14:56.230] LOG  : General     , 1727010896230> 0> Error: Dupe item ID. id = 2054977758.
[22-09-24 15:14:56.231] LOG  : General     , 1727010896231> 0> Error: Dupe item ID. id = 1069378604.
[22-09-24 15:14:56.231] LOG  : General     , 1727010896231> 0> Error: Dupe item ID. id = 1814314557.
[22-09-24 15:14:56.231] LOG  : General     , 1727010896231> 0> Error: Dupe item ID. id = 969192150.
[22-09-24 15:14:56.231] LOG  : General     , 1727010896231> 0> Error: Dupe item ID. id = 242726814.
[22-09-24 15:14:56.231] LOG  : General     , 1727010896231> 0> Error: Dupe item ID. id = 130720517.
[22-09-24 15:14:56.231] LOG  : General     , 1727010896231> 0> Error: Dupe item ID. id = 2069790290.
[22-09-24 15:14:56.231] LOG  : General     , 1727010896231> 0> Error: Dupe item ID. id = 1493305724.
[22-09-24 15:14:56.231] LOG  : General     , 1727010896231> 0> Error: Dupe item ID. id = 1325942198.
[22-09-24 15:14:56.231] LOG  : General     , 1727010896231> 0> Error: Dupe item ID. id = 1352782179.
[22-09-24 15:14:56.231] LOG  : General     , 1727010896231> 0> Error: Dupe item ID. id = 939107962.
[22-09-24 15:14:56.231] LOG  : General     , 1727010896231> 0> Error: Dupe item ID. id = 282411000.
[22-09-24 15:14:56.231] LOG  : General     , 1727010896231> 0> Error: Dupe item ID. id = 2122947589.
[22-09-24 15:14:56.231] LOG  : General     , 1727010896231> 0> Error: Dupe item ID. id = 1475829229.
[22-09-24 15:14:56.231] LOG  : General     , 1727010896231> 0> Error: Dupe item ID. id = 1736887423.
[22-09-24 15:14:56.231] LOG  : General     , 1727010896231> 0> Error: Dupe item ID. id = 408480050.
[22-09-24 15:14:56.231] LOG  : General     , 1727010896231> 0> Error: Dupe item ID. id = 153002804.
[22-09-24 15:14:56.231] LOG  : General     , 1727010896231> 0> Error: Dupe item ID. id = 20774178.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 1180104046.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 1556869984.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 756671529.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 206296255.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 602317871.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 1517500482.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 887195585.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 1506728999.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 44222225.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 2088949382.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 536922607.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 233957269.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 1614706256.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 1062406660.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 1465476970.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 1187158599.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 44496086.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 430702729.
[22-09-24 15:14:56.232] LOG  : General     , 1727010896232> 0> Error: Dupe item ID. id = 1007132078.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 205392168.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 136376118.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 1598829512.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 525214204.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 575227743.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 889987347.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 1986400123.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 1754874121.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 1177513852.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 1645212103.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 1187366992.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 1004155119.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 251775807.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 2077154723.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 1589746357.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 749724393.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 641886976.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 534398360.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 63827384.
[22-09-24 15:14:56.233] LOG  : General     , 1727010896233> 0> Error: Dupe item ID. id = 473397394.
[22-09-24 15:14:56.234] LOG  : General     , 1727010896234> 0> Error: Dupe item ID. id = 1384736123.
[22-09-24 15:14:56.234] LOG  : General     , 1727010896234> 0> Error: Dupe item ID. id = 749812499.
[22-09-24 15:14:56.234] LOG  : General     , 1727010896234> 0> Error: Dupe item ID. id = 773252101.
[22-09-24 15:14:56.234] LOG  : General     , 1727010896234> 0> Error: Dupe item ID. id = 1854767832.
[22-09-24 15:14:56.234] LOG  : General     , 1727010896234> 0> Error: Dupe item ID. id = 784782161.
[22-09-24 15:14:56.234] LOG  : General     , 1727010896234> 0> Error: Dupe item ID. id = 426181472.
[22-09-24 15:14:56.234] LOG  : General     , 1727010896234> 0> Error: Dupe item ID. id = 1447794.
[22-09-24 15:14:56.234] LOG  : General     , 1727010896234> 0> Error: Dupe item ID. id = 1277717071.
[22-09-24 15:14:56.234] LOG  : General     , 1727010896234> 0> Error: Dupe item ID. id = 696252732.
[22-09-24 15:14:56.234] LOG  : General     , 1727010896234> 0> Error: Dupe item ID. id = 61465691.
[22-09-24 15:14:56.234] LOG  : General     , 1727010896234> 0> Error: Dupe item ID. id = 2342453.
[22-09-24 15:14:56.234] LOG  : General     , 1727010896234> 0> Error: Dupe item ID. id = 1769018868.
[22-09-24 15:14:56.234] LOG  : General     , 1727010896234> 0> Error: Dupe item ID. id = 365812202.
[22-09-24 15:14:56.234] LOG  : General     , 1727010896234> 0> Error: Dupe item ID. id = 280123718.
[22-09-24 15:14:56.234] LOG  : General     , 1727010896234> 0> Error: Dupe item ID. id = 193719871.
[22-09-24 15:14:56.234] LOG  : General     , 1727010896234> 0> Error: Dupe item ID. id = 2144674460.
[22-09-24 15:14:56.235] LOG  : General     , 1727010896235> 0> Error: Dupe item ID. id = 156004953.
[22-09-24 15:14:56.235] LOG  : General     , 1727010896235> 0> Error: Dupe item ID. id = 895142855.
[22-09-24 15:14:56.235] LOG  : General     , 1727010896235> 0> Error: Dupe item ID. id = 1371587703.
[22-09-24 15:14:56.235] LOG  : General     , 1727010896235> 0> Error: Dupe item ID. id = 952742606.
[22-09-24 15:14:56.235] LOG  : General     , 1727010896235> 0> Error: Dupe item ID. id = 1260220423.
[22-09-24 15:14:56.235] LOG  : General     , 1727010896235> 0> Error: Dupe item ID. id = 866050191.
[22-09-24 15:14:56.235] LOG  : General     , 1727010896235> 0> Error: Dupe item ID. id = 692547341.
[22-09-24 15:14:56.235] LOG  : General     , 1727010896235> 0> Error: Dupe item ID. id = 1868948701.
[22-09-24 15:14:56.235] LOG  : General     , 1727010896235> 0> Error: Dupe item ID. id = 1206450900.
[22-09-24 15:14:56.235] LOG  : General     , 1727010896235> 0> Error: Dupe item ID. id = 2126141898.
[22-09-24 15:14:56.235] LOG  : General     , 1727010896235> 0> Error: Dupe item ID. id = 1257587492.
[22-09-24 15:14:56.235] LOG  : General     , 1727010896235> 0> Error: Dupe item ID. id = 1941506827.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 1459756769.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 1353738833.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 830887896.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 765830229.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 990176886.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 1327892489.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 687950458.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 1931588473.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 407090496.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 1537311713.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 1860210386.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 1593744815.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 1462265736.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 1591118657.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 1103231747.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 1044107918.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 1661727926.
[22-09-24 15:14:56.236] LOG  : General     , 1727010896236> 0> Error: Dupe item ID. id = 343827745.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 1477450099.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 689710804.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 1558523075.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 721578453.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 1302287359.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 1064511409.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 1695275143.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 1350528776.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 58518498.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 398445066.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 160862489.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 1594710102.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 2062874362.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 337176234.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 1122533256.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 2048895290.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 794169685.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 1561201628.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 2106537902.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 1238177898.
[22-09-24 15:14:56.237] LOG  : General     , 1727010896237> 0> Error: Dupe item ID. id = 160358866.
[22-09-24 15:14:56.238] LOG  : General     , 1727010896238> 0> Error: Dupe item ID. id = 1800086615.
[22-09-24 15:14:56.238] LOG  : General     , 1727010896238> 0> Error: Dupe item ID. id = 142423137.
[22-09-24 15:14:56.238] LOG  : General     , 1727010896238> 0> Error: Dupe item ID. id = 405885192.
[22-09-24 15:14:56.239] LOG  : General     , 1727010896239> 0> Error: Dupe item ID. id = 907081979.
[22-09-24 15:14:56.239] LOG  : General     , 1727010896239> 0> Error: Dupe item ID. id = 283728953.
[22-09-24 15:14:56.239] LOG  : General     , 1727010896239> 0> Error: Dupe item ID. id = 1663502717.
[22-09-24 15:14:56.239] LOG  : General     , 1727010896239> 0> Error: Dupe item ID. id = 481145674.
[22-09-24 15:14:56.239] LOG  : General     , 1727010896239> 0> Error: Dupe item ID. id = 552531752.
[22-09-24 15:14:56.239] LOG  : General     , 1727010896239> 0> Error: Dupe item ID. id = 1908602060.
[22-09-24 15:14:56.239] LOG  : General     , 1727010896239> 0> Error: Dupe item ID. id = 888584046.
[22-09-24 15:14:56.239] LOG  : General     , 1727010896239> 0> Error: Dupe item ID. id = 1742918672.
[22-09-24 15:14:56.239] LOG  : General     , 1727010896239> 0> Error: Dupe item ID. id = 63472687.
[22-09-24 15:14:56.239] LOG  : General     , 1727010896239> 0> Error: Dupe item ID. id = 1953698589.
[22-09-24 15:14:56.239] LOG  : General     , 1727010896239> 0> Error: Dupe item ID. id = 405268185.
[22-09-24 15:14:56.239] LOG  : General     , 1727010896239> 0> Error: Dupe item ID. id = 1885710855.
[22-09-24 15:14:56.239] LOG  : General     , 1727010896239> 0> Error: Dupe item ID. id = 1584041650.
[22-09-24 15:14:56.239] LOG  : General     , 1727010896239> 0> Error: Dupe item ID. id = 1067000255.
[22-09-24 15:14:56.239] LOG  : General     , 1727010896239> 0> Error: Dupe item ID. id = 1444843070.
[22-09-24 15:14:56.240] LOG  : General     , 1727010896240> 0> Error: Dupe item ID. id = 1437393005.
[22-09-24 15:14:56.240] LOG  : General     , 1727010896240> 0> Error: Dupe item ID. id = 646550503.
[22-09-24 15:14:56.240] LOG  : General     , 1727010896240> 0> Error: Dupe item ID. id = 285473785.
[22-09-24 15:14:56.240] LOG  : General     , 1727010896240> 0> Error: Dupe item ID. id = 1800547751.
[22-09-24 15:14:56.240] LOG  : General     , 1727010896240> 0> Error: Dupe item ID. id = 924515421.
[22-09-24 15:14:56.240] LOG  : General     , 1727010896240> 0> Error: Dupe item ID. id = 1478322865.
[22-09-24 15:14:56.241] LOG  : General     , 1727010896241> 0> Error: Dupe item ID. id = 808511135.
[22-09-24 15:14:56.241] LOG  : General     , 1727010896241> 0> Error: Dupe item ID. id = 1840067406.
[22-09-24 15:14:56.241] LOG  : General     , 1727010896241> 0> Error: Dupe item ID. id = 290160962.
[22-09-24 15:14:56.241] LOG  : General     , 1727010896241> 0> Error: Dupe item ID. id = 359673856.
[22-09-24 15:14:56.241] LOG  : General     , 1727010896241> 0> Error: Dupe item ID. id = 1040820700.
[22-09-24 15:14:56.241] LOG  : General     , 1727010896241> 0> Error: Dupe item ID. id = 1051136536.
[22-09-24 15:14:56.241] LOG  : General     , 1727010896241> 0> Error: Dupe item ID. id = 62318694.
[22-09-24 15:14:56.241] LOG  : General     , 1727010896241> 0> Error: Dupe item ID. id = 1612709969.
[22-09-24 15:14:56.241] LOG  : General     , 1727010896241> 0> Error: Dupe item ID. id = 259076286.
[22-09-24 15:14:56.241] LOG  : General     , 1727010896241> 0> Error: Dupe item ID. id = 553054836.
