[29-09-24 19:33:38.469] LOG  : General     , 1727631218469> 0> Tsarcraft.VinylACDCHighwayToHell(1979): DisplayCategory, MediaA.
[29-09-24 21:34:22.437] WARN : Lua         , 1727638462437> 9.390.457.832> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:34:22.843] LOG  : General     , 1727638462843> 9.390.458.238> Nothing found that needs Verkabelung.
[29-09-24 21:34:22.843] LOG  : General     , 1727638462843> 9.390.458.239> IsoObject.
[29-09-24 21:34:22.843] LOG  : General     , 1727638462843> 9.390.458.239> Nothing found that needs Verkabelung.
[29-09-24 21:34:22.843] LOG  : General     , 1727638462843> 9.390.458.239> IsoObject.
[29-09-24 21:34:22.843] LOG  : General     , 1727638462843> 9.390.458.239> Nothing found that needs Verkabelung.
[29-09-24 21:34:22.843] LOG  : General     , 1727638462843> 9.390.458.239> WorldInventoryItem.
[29-09-24 21:34:44.569] WARN : Lua         , 1727638484569> 9.390.479.965> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:34:45.536] WARN : Lua         , 1727638485536> 9.390.480.932> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:34:45.569] WARN : Lua         , 1727638485569> 9.390.480.965> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:34:54.624] WARN : Lua         , 1727638494624> 9.390.490.021> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:35:20.886] WARN : Lua         , 1727638520886> 9.390.516.283> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:35:21.069] WARN : Lua         , 1727638521069> 9.390.516.466> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:35:27.053] WARN : Lua         , 1727638527053> 9.390.522.450> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:35:27.286] WARN : Lua         , 1727638527286> 9.390.522.683> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:35:34.219] WARN : Lua         , 1727638534219> 9.390.529.616> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:35:34.319] WARN : Lua         , 1727638534319> 9.390.529.716> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:35:35.303] WARN : Lua         , 1727638535303> 9.390.530.699> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:35:35.320] WARN : Lua         , 1727638535320> 9.390.530.716> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:35:42.770] WARN : Lua         , 1727638542770> 9.390.538.166> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:35:42.853] WARN : Lua         , 1727638542853> 9.390.538.250> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:35:52.453] WARN : Lua         , 1727638552453> 9.390.547.850> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:35:52.636] WARN : Lua         , 1727638552636> 9.390.548.033> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:35:59.119] LOG  : General     , 1727638559119> 9.390.554.517> Nothing found that needs Verkabelung.
[29-09-24 21:35:59.119] LOG  : General     , 1727638559119> 9.390.554.517> IsoObject.
[29-09-24 21:35:59.120] LOG  : General     , 1727638559120> 9.390.554.517> Nothing found that needs Verkabelung.
[29-09-24 21:35:59.120] LOG  : General     , 1727638559120> 9.390.554.517> IsoObject.
[29-09-24 21:36:02.339] LOG  : General     , 1727638562339> 9.390.557.737> Trying to load Moddata: 	table 0x1671199697.
[29-09-24 21:36:02.339] LOG  : General     , 1727638562339> 9.390.557.737> RemoteLinkTable loaded: 	nil.
[29-09-24 21:36:02.340] LOG  : General     , 1727638562340> 9.390.557.737> No Remote Linktable could be found in the  ModData.
[29-09-24 21:36:09.903] WARN : Lua         , 1727638569903> 9.390.565.300> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:36:09.919] WARN : Lua         , 1727638569919> 9.390.565.317> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:36:10.369] LOG  : General     , 1727638570369> 9.390.565.767> Nothing found that needs Verkabelung.
[29-09-24 21:36:10.369] LOG  : General     , 1727638570369> 9.390.565.767> IsoObject.
[29-09-24 21:36:10.370] LOG  : General     , 1727638570370> 9.390.565.767> Nothing found that needs Verkabelung.
[29-09-24 21:36:10.370] LOG  : General     , 1727638570370> 9.390.565.767> IsoObject.
[29-09-24 21:36:16.205] LOG  : General     , 1727638576205> 9.390.571.603> Zombie: removing stale zombie 5000 id=8045.
[29-09-24 21:36:20.703] LOG  : General     , 1727638580703> 9.390.576.100> EXITDEBUG: ToggleEscapeMenu 1.
[29-09-24 21:36:20.703] LOG  : General     , 1727638580703> 9.390.576.100> EXITDEBUG: ToggleEscapeMenu 2 (getCell.getDrag(table 0x1682534592)).
[29-09-24 21:36:20.703] WARN : Lua         , 1727638580703> 9.390.576.101> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:36:21.859] LOG  : General     , 1727638581859> 9.390.577.256> Nothing found that needs Verkabelung.
[29-09-24 21:36:21.859] LOG  : General     , 1727638581859> 9.390.577.257> Thumpable.
[29-09-24 21:36:21.859] LOG  : General     , 1727638581859> 9.390.577.257> Nothing found that needs Verkabelung.
[29-09-24 21:36:21.859] LOG  : General     , 1727638581859> 9.390.577.257> Thumpable.
[29-09-24 21:36:21.859] LOG  : General     , 1727638581859> 9.390.577.257> Nothing found that needs Verkabelung.
[29-09-24 21:36:21.859] LOG  : General     , 1727638581859> 9.390.577.257> Thumpable.
[29-09-24 21:36:21.859] LOG  : General     , 1727638581859> 9.390.577.257> Nothing found that needs Verkabelung.
[29-09-24 21:36:21.859] LOG  : General     , 1727638581859> 9.390.577.257> IsoObject.
[29-09-24 21:36:21.859] LOG  : General     , 1727638581859> 9.390.577.257> Nothing found that needs Verkabelung.
[29-09-24 21:36:21.860] LOG  : General     , 1727638581860> 9.390.577.257> Thumpable.
[29-09-24 21:36:31.520] LOG  : General     , 1727638591520> 9.390.586.917> Nothing found that needs Verkabelung.
[29-09-24 21:36:31.520] LOG  : General     , 1727638591520> 9.390.586.918> IsoObject.
[29-09-24 21:36:31.520] LOG  : General     , 1727638591520> 9.390.586.918> Nothing found that needs Verkabelung.
[29-09-24 21:36:31.520] LOG  : General     , 1727638591520> 9.390.586.918> IsoObject.
[29-09-24 21:36:44.825] LOG  : General     , 1727638604825> 9.390.600.223> Nothing found that needs Verkabelung.
[29-09-24 21:36:44.825] LOG  : General     , 1727638604825> 9.390.600.223> Thumpable.
[29-09-24 21:36:44.825] LOG  : General     , 1727638604825> 9.390.600.223> Nothing found that needs Verkabelung.
[29-09-24 21:36:44.826] LOG  : General     , 1727638604826> 9.390.600.223> Thumpable.
[29-09-24 21:36:44.826] LOG  : General     , 1727638604826> 9.390.600.224> Nothing found that needs Verkabelung.
[29-09-24 21:36:44.826] LOG  : General     , 1727638604826> 9.390.600.224> Thumpable.
[29-09-24 21:36:44.826] LOG  : General     , 1727638604826> 9.390.600.224> Nothing found that needs Verkabelung.
[29-09-24 21:36:44.826] LOG  : General     , 1727638604826> 9.390.600.224> IsoObject.
[29-09-24 21:36:44.826] LOG  : General     , 1727638604826> 9.390.600.224> Nothing found that needs Verkabelung.
[29-09-24 21:36:44.826] LOG  : General     , 1727638604826> 9.390.600.224> Thumpable.
[29-09-24 21:36:51.130] LOG  : General     , 1727638611130> 9.390.606.528> A = 0.00392156862745098.
[29-09-24 21:36:59.392] LOG  : General     , 1727638619392> 9.390.614.790> Nothing found that needs Verkabelung.
[29-09-24 21:36:59.392] LOG  : General     , 1727638619392> 9.390.614.790> Thumpable.
[29-09-24 21:36:59.392] LOG  : General     , 1727638619392> 9.390.614.790> Nothing found that needs Verkabelung.
[29-09-24 21:36:59.392] LOG  : General     , 1727638619392> 9.390.614.791> Thumpable.
[29-09-24 21:36:59.392] LOG  : General     , 1727638619392> 9.390.614.791> Nothing found that needs Verkabelung.
[29-09-24 21:36:59.392] LOG  : General     , 1727638619392> 9.390.614.791> Thumpable.
[29-09-24 21:36:59.393] LOG  : General     , 1727638619393> 9.390.614.791> Nothing found that needs Verkabelung.
[29-09-24 21:36:59.393] LOG  : General     , 1727638619393> 9.390.614.791> IsoObject.
[29-09-24 21:36:59.393] LOG  : General     , 1727638619393> 9.390.614.791> Nothing found that needs Verkabelung.
[29-09-24 21:36:59.393] LOG  : General     , 1727638619393> 9.390.614.791> Thumpable.
[29-09-24 21:37:07.636] WARN : Lua         , 1727638627636> 9.390.623.035> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:37:07.803] WARN : Lua         , 1727638627803> 9.390.623.201> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:37:07.869] WARN : Lua         , 1727638627869> 9.390.623.268> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:37:08.893] LOG  : General     , 1727638628893> 9.390.624.292> Nothing found that needs Verkabelung.
[29-09-24 21:37:08.894] LOG  : General     , 1727638628894> 9.390.624.292> IsoObject.
[29-09-24 21:37:08.894] LOG  : General     , 1727638628894> 9.390.624.292> Nothing found that needs Verkabelung.
[29-09-24 21:37:08.894] LOG  : General     , 1727638628894> 9.390.624.292> Thumpable.
[29-09-24 21:37:08.894] LOG  : General     , 1727638628894> 9.390.624.292> Nothing found that needs Verkabelung.
[29-09-24 21:37:08.894] LOG  : General     , 1727638628894> 9.390.624.292> Thumpable.
[29-09-24 21:37:08.894] LOG  : General     , 1727638628894> 9.390.624.292> Nothing found that needs Verkabelung.
[29-09-24 21:37:08.894] LOG  : General     , 1727638628894> 9.390.624.292> IsoObject.
[29-09-24 21:37:15.408] LOG  : General     , 1727638635408> 9.390.630.807> Nothing found that needs Verkabelung.
[29-09-24 21:37:15.408] LOG  : General     , 1727638635408> 9.390.630.807> Thumpable.
[29-09-24 21:37:15.408] LOG  : General     , 1727638635408> 9.390.630.807> Nothing found that needs Verkabelung.
[29-09-24 21:37:15.408] LOG  : General     , 1727638635408> 9.390.630.807> Thumpable.
[29-09-24 21:37:15.408] LOG  : General     , 1727638635408> 9.390.630.807> Nothing found that needs Verkabelung.
[29-09-24 21:37:15.408] LOG  : General     , 1727638635408> 9.390.630.807> Thumpable.
[29-09-24 21:37:15.408] LOG  : General     , 1727638635408> 9.390.630.808> Nothing found that needs Verkabelung.
[29-09-24 21:37:15.409] LOG  : General     , 1727638635409> 9.390.630.808> IsoObject.
[29-09-24 21:37:15.409] LOG  : General     , 1727638635409> 9.390.630.808> Nothing found that needs Verkabelung.
[29-09-24 21:37:15.409] LOG  : General     , 1727638635409> 9.390.630.808> Thumpable.
[29-09-24 21:37:20.653] WARN : Lua         , 1727638640653> 9.390.636.051> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:37:20.819] WARN : Lua         , 1727638640819> 9.390.636.218> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:37:21.842] LOG  : General     , 1727638641842> 9.390.637.241> Nothing found that needs Verkabelung.
[29-09-24 21:37:21.842] LOG  : General     , 1727638641842> 9.390.637.242> IsoObject.
[29-09-24 21:37:21.842] LOG  : General     , 1727638641842> 9.390.637.242> Nothing found that needs Verkabelung.
[29-09-24 21:37:21.843] LOG  : General     , 1727638641843> 9.390.637.242> Thumpable.
[29-09-24 21:37:21.843] LOG  : General     , 1727638641843> 9.390.637.242> Nothing found that needs Verkabelung.
[29-09-24 21:37:21.843] LOG  : General     , 1727638641843> 9.390.637.242> Thumpable.
[29-09-24 21:37:21.843] LOG  : General     , 1727638641843> 9.390.637.242> Nothing found that needs Verkabelung.
[29-09-24 21:37:21.843] LOG  : General     , 1727638641843> 9.390.637.242> IsoObject.
[29-09-24 21:37:25.241] LOG  : General     , 1727638645241> 9.390.640.640> Nothing found that needs Verkabelung.
[29-09-24 21:37:25.241] LOG  : General     , 1727638645241> 9.390.640.640> Thumpable.
[29-09-24 21:37:25.241] LOG  : General     , 1727638645241> 9.390.640.640> Nothing found that needs Verkabelung.
[29-09-24 21:37:25.241] LOG  : General     , 1727638645241> 9.390.640.640> Thumpable.
[29-09-24 21:37:25.241] LOG  : General     , 1727638645241> 9.390.640.641> Nothing found that needs Verkabelung.
[29-09-24 21:37:25.242] LOG  : General     , 1727638645242> 9.390.640.641> Thumpable.
[29-09-24 21:37:25.242] LOG  : General     , 1727638645242> 9.390.640.641> Nothing found that needs Verkabelung.
[29-09-24 21:37:25.242] LOG  : General     , 1727638645242> 9.390.640.641> IsoObject.
[29-09-24 21:37:25.242] LOG  : General     , 1727638645242> 9.390.640.641> Nothing found that needs Verkabelung.
[29-09-24 21:37:25.242] LOG  : General     , 1727638645242> 9.390.640.641> Thumpable.
[29-09-24 21:37:29.741] LOG  : General     , 1727638649741> 9.390.645.140> Nothing found that needs Verkabelung.
[29-09-24 21:37:29.741] LOG  : General     , 1727638649741> 9.390.645.140> Thumpable.
[29-09-24 21:37:29.741] LOG  : General     , 1727638649741> 9.390.645.140> Nothing found that needs Verkabelung.
[29-09-24 21:37:29.741] LOG  : General     , 1727638649741> 9.390.645.140> Thumpable.
[29-09-24 21:37:29.741] LOG  : General     , 1727638649741> 9.390.645.140> Nothing found that needs Verkabelung.
[29-09-24 21:37:29.741] LOG  : General     , 1727638649741> 9.390.645.140> Thumpable.
[29-09-24 21:37:29.742] LOG  : General     , 1727638649742> 9.390.645.140> Nothing found that needs Verkabelung.
[29-09-24 21:37:29.742] LOG  : General     , 1727638649742> 9.390.645.140> IsoObject.
[29-09-24 21:37:29.742] LOG  : General     , 1727638649742> 9.390.645.140> Nothing found that needs Verkabelung.
[29-09-24 21:37:29.742] LOG  : General     , 1727638649742> 9.390.645.140> Thumpable.
[29-09-24 21:37:34.074] LOG  : General     , 1727638654074> 9.390.649.473> Nothing found that needs Verkabelung.
[29-09-24 21:37:34.074] LOG  : General     , 1727638654074> 9.390.649.473> Thumpable.
[29-09-24 21:37:34.074] LOG  : General     , 1727638654074> 9.390.649.473> Nothing found that needs Verkabelung.
[29-09-24 21:37:34.074] LOG  : General     , 1727638654074> 9.390.649.473> Thumpable.
[29-09-24 21:37:34.074] LOG  : General     , 1727638654074> 9.390.649.473> Nothing found that needs Verkabelung.
[29-09-24 21:37:34.075] LOG  : General     , 1727638654075> 9.390.649.473> Thumpable.
[29-09-24 21:37:34.075] LOG  : General     , 1727638654075> 9.390.649.473> Nothing found that needs Verkabelung.
[29-09-24 21:37:34.075] LOG  : General     , 1727638654075> 9.390.649.474> IsoObject.
[29-09-24 21:37:34.075] LOG  : General     , 1727638654075> 9.390.649.474> Nothing found that needs Verkabelung.
[29-09-24 21:37:34.075] LOG  : General     , 1727638654075> 9.390.649.474> Thumpable.
[29-09-24 21:37:39.843] LOG  : General     , 1727638659843> 9.390.655.242> Nothing found that needs Verkabelung.
[29-09-24 21:37:39.843] LOG  : General     , 1727638659843> 9.390.655.243> Thumpable.
[29-09-24 21:37:39.843] LOG  : General     , 1727638659843> 9.390.655.243> Nothing found that needs Verkabelung.
[29-09-24 21:37:39.843] LOG  : General     , 1727638659843> 9.390.655.243> Thumpable.
[29-09-24 21:37:39.843] LOG  : General     , 1727638659843> 9.390.655.243> Nothing found that needs Verkabelung.
[29-09-24 21:37:39.843] LOG  : General     , 1727638659843> 9.390.655.243> Thumpable.
[29-09-24 21:37:39.844] LOG  : General     , 1727638659844> 9.390.655.243> Nothing found that needs Verkabelung.
[29-09-24 21:37:39.844] LOG  : General     , 1727638659844> 9.390.655.243> IsoObject.
[29-09-24 21:37:39.844] LOG  : General     , 1727638659844> 9.390.655.243> Nothing found that needs Verkabelung.
[29-09-24 21:37:39.844] LOG  : General     , 1727638659844> 9.390.655.243> Thumpable.
[29-09-24 21:37:39.844] LOG  : General     , 1727638659844> 9.390.655.243> Nothing found that needs Verkabelung.
[29-09-24 21:37:39.844] LOG  : General     , 1727638659844> 9.390.655.243> WorldInventoryItem.
[29-09-24 21:37:44.991] LOG  : General     , 1727638664991> 9.390.660.390> Nothing found that needs Verkabelung.
[29-09-24 21:37:44.991] LOG  : General     , 1727638664991> 9.390.660.390> Thumpable.
[29-09-24 21:37:44.991] LOG  : General     , 1727638664991> 9.390.660.390> Nothing found that needs Verkabelung.
[29-09-24 21:37:44.991] LOG  : General     , 1727638664991> 9.390.660.390> Thumpable.
[29-09-24 21:37:44.991] LOG  : General     , 1727638664991> 9.390.660.390> Nothing found that needs Verkabelung.
[29-09-24 21:37:44.991] LOG  : General     , 1727638664991> 9.390.660.390> Thumpable.
[29-09-24 21:37:44.991] LOG  : General     , 1727638664991> 9.390.660.390> Nothing found that needs Verkabelung.
[29-09-24 21:37:44.991] LOG  : General     , 1727638664991> 9.390.660.390> IsoObject.
[29-09-24 21:37:44.991] LOG  : General     , 1727638664991> 9.390.660.390> Nothing found that needs Verkabelung.
[29-09-24 21:37:44.992] LOG  : General     , 1727638664992> 9.390.660.390> Thumpable.
[29-09-24 21:37:52.869] WARN : Lua         , 1727638672869> 9.390.668.269> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:37:54.116] WARN : Lua         , 1727638674116> 9.390.669.516> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:37:56.003] WARN : Lua         , 1727638676003> 9.390.671.402> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:37:57.424] WARN : Lua         , 1727638677424> 9.390.672.823> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:37:57.469] WARN : Lua         , 1727638677469> 9.390.672.869> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:37:57.586] WARN : Lua         , 1727638677586> 9.390.672.986> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:38:01.003] WARN : Lua         , 1727638681003> 9.390.676.402> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:38:04.053] WARN : Lua         , 1727638684053> 9.390.679.452> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:38:04.436] WARN : Lua         , 1727638684436> 9.390.679.836> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[29-09-24 21:38:07.534] LOG  : General     , 1727638687534> 9.390.682.933> Nothing found that needs Verkabelung.
[29-09-24 21:38:07.534] LOG  : General     , 1727638687534> 9.390.682.934> IsoObject.
[29-09-24 21:38:07.535] LOG  : General     , 1727638687535> 9.390.682.934> Nothing found that needs Verkabelung.
