[01-10-24 21:04:00.347] LOG  : General     , 1727809440347> 0> Base.SweetJuice: DisplayCategory, FoodN.
[01-10-24 21:12:52.834] WARN : Lua         , 1727809972834> 9.561.969.042> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:12:53.734] WARN : Lua         , 1727809973734> 9.561.969.942> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:12:53.768] WARN : Lua         , 1727809973768> 9.561.969.976> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:12:54.851] WARN : Lua         , 1727809974851> 9.561.971.059> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:12:55.335] WARN : Lua         , 1727809975335> 9.561.971.542> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:13:19.040] LOG  : General     , 1727809999040> 9.561.995.248> Trying to load Moddata: 	table 0x949259662.
[01-10-24 21:13:19.040] LOG  : General     , 1727809999040> 9.561.995.248> RemoteLinkTable loaded: 	nil.
[01-10-24 21:13:19.040] LOG  : General     , 1727809999040> 9.561.995.248> No Remote Linktable could be found in the  ModData.
[01-10-24 21:13:28.168] WARN : Lua         , 1727810008168> 9.562.004.376> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:13:30.380] DEBUG: Vehicle     , 1727810010380> 9.562.006.588> CarController.<init>                > Vehicle vid=239 type=Base.87suburban has been added at (10694,780273;9925,500000;0,324490) auth=vid:Base.87suburban(239) pid:(-1) auth=Server static=false active=false.
[01-10-24 21:13:30.416] DEBUG: Vehicle     , 1727810010416> 9.562.006.625> CarController.<init>                > Vehicle vid=230 type=Base.AMC_bmw_classic has been added at (10634,004883;9926,500000;0,000000) auth=vid:Base.AMC_bmw_classic(230) pid:(-1) auth=Server static=false active=false.
[01-10-24 21:13:30.459] DEBUG: Vehicle     , 1727810010459> 9.562.006.667> CarController.<init>                > Vehicle vid=231 type=Base.90ramlb has been added at (10615,290039;9923,500000;0,354460) auth=vid:Base.90ramlb(231) pid:(-1) auth=Server static=false active=false.
[01-10-24 21:13:30.479] DEBUG: Vehicle     , 1727810010479> 9.562.006.687> CarController.<init>                > Vehicle vid=228 type=Base.83hilux has been added at (10752,500000;9924,549805;0,324490) auth=vid:Base.83hilux(228) pid:(-1) auth=Server static=false active=false.
[01-10-24 21:13:30.495] DEBUG: Vehicle     , 1727810010495> 9.562.006.704> CarController.<init>                > Vehicle vid=232 type=Base.90ramlb has been added at (10607,709961;9928,500000;0,354460) auth=vid:Base.90ramlb(232) pid:(-1) auth=Server static=false active=false.
[01-10-24 21:13:32.051] WARN : Lua         , 1727810012051> 9.562.008.259> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:13:33.001] WARN : Lua         , 1727810013001> 9.562.009.209> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:13:33.218] WARN : Lua         , 1727810013218> 9.562.009.426> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:13:33.219] WARN : Lua         , 1727810013219> 9.562.009.427> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:13:38.493] LOG  : General     , 1727810018493> 9.562.014.701> Nothing found that needs Verkabelung.
[01-10-24 21:13:38.493] LOG  : General     , 1727810018493> 9.562.014.701> IsoObject.
[01-10-24 21:13:38.493] LOG  : General     , 1727810018493> 9.562.014.701> Nothing found that needs Verkabelung.
[01-10-24 21:13:38.493] LOG  : General     , 1727810018493> 9.562.014.701> IsoObject.
[01-10-24 21:13:38.493] LOG  : General     , 1727810018493> 9.562.014.701> Nothing found that needs Verkabelung.
[01-10-24 21:13:38.493] LOG  : General     , 1727810018493> 9.562.014.701> WorldInventoryItem.
[01-10-24 21:14:06.384] WARN : Lua         , 1727810046384> 9.562.042.593> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:11.035] DEBUG: Vehicle     , 1727810051035> 9.562.047.243> CarController.<init>                > Vehicle vid=234 type=Base.volvo244 has been added at (10734,000977;9737,000977;0,334480) auth=vid:Base.volvo244(234) pid:(-1) auth=Server static=false active=false.
[01-10-24 21:14:11.036] DEBUG: Vehicle     , 1727810051036> 9.562.047.244> CarController.<init>                > Vehicle vid=233 type=Base.Van has been added at (10737,500000;9737,000977;0,353080) auth=vid:Base.Van(233) pid:(-1) auth=Server static=false active=false.
[01-10-24 21:14:11.085] DEBUG: Vehicle     , 1727810051085> 9.562.047.293> CarController.<init>                > Vehicle vid=226 type=Base.SmallCar02 has been added at (10592,000977;9734,000977;0,283010) auth=vid:Base.SmallCar02(226) pid:(-1) auth=Server static=false active=false.
[01-10-24 21:14:11.086] DEBUG: Vehicle     , 1727810051086> 9.562.047.294> CarController.<init>                > Vehicle vid=225 type=Base.79brougham has been added at (10592,000977;9737,500000;0,334480) auth=vid:Base.79brougham(225) pid:(-1) auth=Server static=false active=false.
[01-10-24 21:14:11.718] WARN : Lua         , 1727810051718> 9.562.047.926> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:12.441] WARN : Lua         , 1727810052441> 9.562.048.649> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:12.602] WARN : Lua         , 1727810052602> 9.562.048.810> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:13.135] WARN : Lua         , 1727810053135> 9.562.049.343> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:13.136] WARN : Lua         , 1727810053136> 9.562.049.344> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:17.689] WARN : Lua         , 1727810057689> 9.562.053.897> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:33.301] WARN : Lua         , 1727810073301> 9.562.069.510> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:35.268] WARN : Lua         , 1727810075268> 9.562.071.477> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:35.511] DEBUG: Vehicle     , 1727810075511> 9.562.071.719> CarController.<init>                > Vehicle vid=235 type=Base.85vicwag2 has been added at (10720,500000;9725,709961;0,384430) auth=vid:Base.85vicwag2(235) pid:(-1) auth=Server static=false active=false.
[01-10-24 21:14:38.069] WARN : Lua         , 1727810078068> 9.562.074.277> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:38.519] WARN : Lua         , 1727810078518> 9.562.074.727> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:39.235] WARN : Lua         , 1727810079235> 9.562.075.443> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:39.752] WARN : Lua         , 1727810079752> 9.562.075.960> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:40.685] WARN : Lua         , 1727810080685> 9.562.076.893> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:41.657] WARN : Lua         , 1727810081657> 9.562.077.866> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:41.701] WARN : Lua         , 1727810081701> 9.562.077.910> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:41.735] WARN : Lua         , 1727810081735> 9.562.077.944> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:43.452] WARN : Lua         , 1727810083452> 9.562.079.660> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:44.001] WARN : Lua         , 1727810084001> 9.562.080.210> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:46.568] WARN : Lua         , 1727810086568> 9.562.082.777> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:46.584] WARN : Lua         , 1727810086584> 9.562.082.793> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:48.352] WARN : Lua         , 1727810088352> 9.562.084.560> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:49.485] WARN : Lua         , 1727810089485> 9.562.085.693> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:49.585] WARN : Lua         , 1727810089585> 9.562.085.793> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:49.602] WARN : Lua         , 1727810089601> 9.562.085.810> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:50.006] DEBUG: Vehicle     , 1727810090006> 9.562.086.215> CarController.<init>                > Vehicle vid=240 type=Base.CarNormalSmashedRight has been added at (10795,023438;9783,010742;0,268849) auth=vid:Base.CarNormalSmashedRight(240) pid:(-1) auth=Server static=false active=false.
[01-10-24 21:14:52.701] WARN : Lua         , 1727810092701> 9.562.088.910> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:53.651] WARN : Lua         , 1727810093651> 9.562.089.860> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:54.818] WARN : Lua         , 1727810094818> 9.562.091.027> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:55.485] WARN : Lua         , 1727810095485> 9.562.091.694> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:55.985] WARN : Lua         , 1727810095985> 9.562.092.193> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:56.919] WARN : Lua         , 1727810096918> 9.562.093.127> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:56.919] WARN : Lua         , 1727810096919> 9.562.093.127> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:14:57.168] WARN : Lua         , 1727810097168> 9.562.093.377> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:01.501] WARN : Lua         , 1727810101501> 9.562.097.710> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:01.568] WARN : Lua         , 1727810101568> 9.562.097.777> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:05.168] WARN : Lua         , 1727810105168> 9.562.101.377> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:06.485] WARN : Lua         , 1727810106485> 9.562.102.694> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:07.585] WARN : Lua         , 1727810107585> 9.562.103.794> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:07.801] WARN : Lua         , 1727810107801> 9.562.104.010> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:08.918] WARN : Lua         , 1727810108918> 9.562.105.127> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:08.968] WARN : Lua         , 1727810108968> 9.562.105.177> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:09.420] DEBUG: Vehicle     , 1727810109420> 9.562.105.628> CarController.<init>                > Vehicle vid=235 type=Base.85vicwag2 has been added at (10720,500000;9725,709961;0,384430) auth=vid:Base.85vicwag2(235) pid:(-1) auth=Server static=false active=false.
[01-10-24 21:15:10.002] LOG  : General     , 1727810110002> 9.562.106.211> couldn't find item null.
[01-10-24 21:15:10.003] WARN : General     , 1727810110003> 9.562.106.211> GameSounds.getOrCreateSound> no GameSound called "weaponLight", adding a new one.
[01-10-24 21:15:10.010] WARN : Lua         , 1727810110010> 9.562.106.218> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:12.385] WARN : Lua         , 1727810112385> 9.562.108.594> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:12.401] WARN : Lua         , 1727810112401> 9.562.108.610> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:13.185] LOG  : General     , 1727810113185> 9.562.109.394> couldn't find item null.
[01-10-24 21:15:13.188] WARN : Lua         , 1727810113188> 9.562.109.396> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:15.018] LOG  : General     , 1727810115018> 9.562.111.227> couldn't find item null.
[01-10-24 21:15:15.020] WARN : Lua         , 1727810115020> 9.562.111.229> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:17.133] DEBUG: Vehicle     , 1727810117133> 9.562.113.342> CarController.<init>                > Vehicle vid=240 type=Base.CarNormalSmashedRight has been added at (10795,023438;9783,010742;0,268849) auth=vid:Base.CarNormalSmashedRight(240) pid:(-1) auth=Server static=false active=false.
[01-10-24 21:15:17.842] WARN : Lua         , 1727810117842> 9.562.114.051> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:17.855] WARN : Lua         , 1727810117855> 9.562.114.064> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:17.856] WARN : Lua         , 1727810117856> 9.562.114.064> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:19.038] WARN : General     , 1727810119038> 9.562.115.247> GameSounds.getOrCreateSound> no GameSound called "SD[1]Shot_308", adding a new one.
[01-10-24 21:15:32.502] WARN : Lua         , 1727810132502> 9.562.128.711> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:33.585] WARN : Lua         , 1727810133585> 9.562.129.794> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:35.252] DEBUG: Vehicle     , 1727810135252> 9.562.131.461> CarController.<init>                > Vehicle vid=226 type=Base.SmallCar02 has been added at (10592,000977;9734,000977;0,283010) auth=vid:Base.SmallCar02(226) pid:(-1) auth=Server static=false active=false.
[01-10-24 21:15:35.253] DEBUG: Vehicle     , 1727810135253> 9.562.131.462> CarController.<init>                > Vehicle vid=225 type=Base.79brougham has been added at (10592,000977;9737,500000;0,334480) auth=vid:Base.79brougham(225) pid:(-1) auth=Server static=false active=false.
[01-10-24 21:15:35.535] WARN : Lua         , 1727810135535> 9.562.131.744> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:37.852] WARN : Lua         , 1727810137852> 9.562.134.061> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:38.935] WARN : Lua         , 1727810138935> 9.562.135.144> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:39.369] WARN : Lua         , 1727810139369> 9.562.135.577> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:39.402] WARN : Lua         , 1727810139402> 9.562.135.611> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:48.669] WARN : Lua         , 1727810148669> 9.562.144.877> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:48.953] DEBUG: Vehicle     , 1727810148953> 9.562.145.162> CarController.<init>                > Vehicle vid=235 type=Base.85vicwag2 has been added at (10720,500000;9725,709961;0,384430) auth=vid:Base.85vicwag2(235) pid:(-1) auth=Server static=false active=false.
[01-10-24 21:15:51.136] WARN : Lua         , 1727810151136> 9.562.147.344> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:55.418] WARN : Lua         , 1727810155418> 9.562.151.627> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:56.168] WARN : Lua         , 1727810156168> 9.562.152.377> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:57.001] WARN : Lua         , 1727810157001> 9.562.153.211> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:57.801] WARN : Lua         , 1727810157801> 9.562.154.011> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:15:57.884] WARN : Lua         , 1727810157884> 9.562.154.094> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[01-10-24 21:16:05.301] LOG  : General     , 1727810165301> 9.562.161.511> *******************************************.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.511> ** SANDBOXVARS TRANSFERED TO MOD OPTIONS **.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.511> *******************************************.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.511> Show Hit Damage = 	false.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.511> Show Range/Hit% = 	false.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.511> Show Weapon Info = 	1.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.511> Show Ammunition = 	true.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.511> Movement Gauge = 	true.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.511> Dynamic Recoil System = 	true.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.511> Dynamic Range System = 	1.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.511> Reset Sight Picture = 	true.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.511> Firearm Jamm = 	4.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.511> Firearms never Break = 	false.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.512> Attachements break on melee = 	5.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.512> attachements break on fire = 	5.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.512> Supression Level = 	3.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.512> Bass sound Level = 	1.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.512> Luncher range multiplier = 	1.
[01-10-24 21:16:05.302] LOG  : General     , 1727810165302> 9.562.161.512> Vehicule penalty = 	false.
[01-10-24 21:16:05.303] LOG  : General     , 1727810165303> 9.562.161.512> Debug Confirmation level = 	2.
[01-10-24 21:16:05.303] LOG  : General     , 1727810165303> 9.562.161.512> Use vanilla shot sound brita's = 	false.
[01-10-24 21:16:05.303] LOG  : General     , 1727810165303> 9.562.161.512> Eject Spend shells  = 	11.
[01-10-24 21:16:05.303] LOG  : General     , 1727810165303> 9.562.161.512> Type (Bow / Crossbow) = 	6.
