[24-09-24 20:42:28.763] LOG  : General     , 1727203348763> 0> FunctionalAppliances.FAPlasticCupStout: DisplayCategory, FoodP.
[24-09-24 23:11:52.237] WARN : Multiplayer , 1727212312237> 8.964.305.440> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10939.597 ; 9760.912 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:11:52.253] WARN : Multiplayer , 1727212312253> 8.964.305.456> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10939.597 ; 9760.93 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:11:52.253] WARN : Multiplayer , 1727212312253> 8.964.305.456> EventPacket.tryProcess> Event skipped: [ player=0 "Mikki1990" | name="Update" | pos=( 10940.393 ; 9759.203 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1216 ].
[24-09-24 23:11:52.253] WARN : Multiplayer , 1727212312253> 8.964.305.457> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10939.597 ; 9760.947 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:11:52.253] WARN : Multiplayer , 1727212312253> 8.964.305.457> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10939.597 ; 9760.964 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:11:52.270] WARN : Multiplayer , 1727212312270> 8.964.305.473> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10939.597 ; 9760.981 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:11:52.270] WARN : Multiplayer , 1727212312270> 8.964.305.473> EventPacket.tryProcess> Event skipped: [ player=0 "Mikki1990" | name="Update" | pos=( 10940.418 ; 9759.161 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1216 ].
[24-09-24 23:11:52.270] WARN : Multiplayer , 1727212312270> 8.964.305.473> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10939.597 ; 9760.999 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:11:52.286] WARN : Multiplayer , 1727212312286> 8.964.305.490> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10939.597 ; 9761.018 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:11:52.287] WARN : Multiplayer , 1727212312287> 8.964.305.490> EventPacket.tryProcess> Event skipped: [ player=0 "Mikki1990" | name="Update" | pos=( 10940.443 ; 9759.119 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1216 ].
[24-09-24 23:11:52.287] WARN : Multiplayer , 1727212312287> 8.964.305.490> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10939.597 ; 9761.035 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:11:52.303] WARN : Multiplayer , 1727212312303> 8.964.305.506> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10939.596 ; 9761.056 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:11:52.303] WARN : Multiplayer , 1727212312303> 8.964.305.506> EventPacket.tryProcess> Event skipped: [ player=0 "Mikki1990" | name="Update" | pos=( 10940.469 ; 9759.077 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1216 ].
[24-09-24 23:11:52.303] WARN : Multiplayer , 1727212312303> 8.964.305.506> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10939.595 ; 9761.081 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:11:52.320] WARN : Multiplayer , 1727212312320> 8.964.305.523> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10939.594 ; 9761.105 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:11:52.320] WARN : Multiplayer , 1727212312320> 8.964.305.523> EventPacket.tryProcess> Event skipped: [ player=0 "Mikki1990" | name="Update" | pos=( 10940.494 ; 9759.035 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1216 ].
[24-09-24 23:11:52.320] WARN : Multiplayer , 1727212312320> 8.964.305.523> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10939.593 ; 9761.129 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:11:52.320] WARN : Multiplayer , 1727212312320> 8.964.305.523> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10939.592 ; 9761.151 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:11:52.337] WARN : Multiplayer , 1727212312337> 8.964.305.540> EventPacket.tryProcess> Event skipped: [ player=0 "Mikki1990" | name="Update" | pos=( 10940.52 ; 9758.993 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1216 ].
[24-09-24 23:11:52.337] WARN : Multiplayer , 1727212312337> 8.964.305.540> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10939.593 ; 9761.172 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:11:52.353] WARN : Multiplayer , 1727212312353> 8.964.305.556> EventPacket.tryProcess> Event skipped: [ player=0 "Mikki1990" | name="Update" | pos=( 10940.545 ; 9758.951 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1216 ].
[24-09-24 23:11:52.370] WARN : Multiplayer , 1727212312370> 8.964.305.573> EventPacket.tryProcess> Event skipped: [ player=0 "Mikki1990" | name="Update" | pos=( 10940.57 ; 9758.909 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1216 ].
[24-09-24 23:11:52.387] WARN : Multiplayer , 1727212312387> 8.964.305.590> EventPacket.tryProcess> Event skipped: [ player=0 "Mikki1990" | name="Update" | pos=( 10940.596 ; 9758.866 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1216 ].
[24-09-24 23:11:59.553] WARN : Lua         , 1727212319553> 8.964.312.757> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[24-09-24 23:12:05.419] WARN : Multiplayer , 1727212325419> 8.964.318.623> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.101 ; 9757.848 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.420] WARN : Multiplayer , 1727212325420> 8.964.318.623> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.1045 ; 9757.835 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.436] WARN : Multiplayer , 1727212325436> 8.964.318.640> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.109 ; 9757.821 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.436] WARN : Multiplayer , 1727212325436> 8.964.318.640> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.115 ; 9757.806 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.436] WARN : Multiplayer , 1727212325436> 8.964.318.640> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.12 ; 9757.791 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.453] WARN : Multiplayer , 1727212325453> 8.964.318.656> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.126 ; 9757.776 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.453] WARN : Multiplayer , 1727212325453> 8.964.318.657> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.132 ; 9757.762 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.453] WARN : Multiplayer , 1727212325453> 8.964.318.657> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.138 ; 9757.747 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.470] WARN : Multiplayer , 1727212325470> 8.964.318.673> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.144 ; 9757.732 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.470] WARN : Multiplayer , 1727212325470> 8.964.318.673> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.149 ; 9757.718 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.470] WARN : Multiplayer , 1727212325470> 8.964.318.673> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.155 ; 9757.703 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.486] WARN : Multiplayer , 1727212325486> 8.964.318.690> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.161 ; 9757.688 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.487] WARN : Multiplayer , 1727212325487> 8.964.318.690> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.167 ; 9757.674 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.487] WARN : Multiplayer , 1727212325487> 8.964.318.690> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.173 ; 9757.658 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.487] WARN : Multiplayer , 1727212325487> 8.964.318.690> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.179 ; 9757.644 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.503] WARN : Multiplayer , 1727212325503> 8.964.318.706> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.184 ; 9757.63 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.503] WARN : Multiplayer , 1727212325503> 8.964.318.707> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.189 ; 9757.615 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.520] WARN : Multiplayer , 1727212325520> 8.964.318.723> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.195 ; 9757.601 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.520] WARN : Multiplayer , 1727212325520> 8.964.318.723> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.202 ; 9757.583 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.536] WARN : Multiplayer , 1727212325536> 8.964.318.740> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.21 ; 9757.562 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.553] WARN : Multiplayer , 1727212325553> 8.964.318.756> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.222 ; 9757.529 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.553] WARN : Multiplayer , 1727212325553> 8.964.318.757> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.229 ; 9757.498 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.554] WARN : Multiplayer , 1727212325554> 8.964.318.757> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.234 ; 9757.471 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.570] WARN : Multiplayer , 1727212325570> 8.964.318.773> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.238 ; 9757.451 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.570] WARN : Multiplayer , 1727212325570> 8.964.318.773> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.243 ; 9757.428 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.587] WARN : Multiplayer , 1727212325587> 8.964.318.790> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.247 ; 9757.409 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.587] WARN : Multiplayer , 1727212325587> 8.964.318.790> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.252 ; 9757.386 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.587] WARN : Multiplayer , 1727212325587> 8.964.318.790> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.255 ; 9757.372 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.603] WARN : Multiplayer , 1727212325603> 8.964.318.806> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.258 ; 9757.356 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.603] WARN : Multiplayer , 1727212325603> 8.964.318.807> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.263 ; 9757.333 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.603] WARN : Multiplayer , 1727212325603> 8.964.318.807> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.266 ; 9757.318 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.619] WARN : Multiplayer , 1727212325619> 8.964.318.823> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.27 ; 9757.301 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.620] WARN : Multiplayer , 1727212325620> 8.964.318.823> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.272 ; 9757.285 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.620] WARN : Multiplayer , 1727212325620> 8.964.318.823> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.276 ; 9757.269 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.636] WARN : Multiplayer , 1727212325636> 8.964.318.840> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.279 ; 9757.254 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.636] WARN : Multiplayer , 1727212325636> 8.964.318.840> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.282 ; 9757.238 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.636] WARN : Multiplayer , 1727212325636> 8.964.318.840> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.285 ; 9757.223 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.653] WARN : Multiplayer , 1727212325653> 8.964.318.856> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.289 ; 9757.207 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.653] WARN : Multiplayer , 1727212325653> 8.964.318.857> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.292 ; 9757.191 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.653] WARN : Multiplayer , 1727212325653> 8.964.318.857> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.295 ; 9757.177 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.670] WARN : Multiplayer , 1727212325670> 8.964.318.873> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.298 ; 9757.162 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.670] WARN : Multiplayer , 1727212325670> 8.964.318.873> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.302 ; 9757.146 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.670] WARN : Multiplayer , 1727212325670> 8.964.318.873> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.305 ; 9757.133 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.686] WARN : Multiplayer , 1727212325686> 8.964.318.890> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.309 ; 9757.116 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.687] WARN : Multiplayer , 1727212325687> 8.964.318.890> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.312 ; 9757.104 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.687] WARN : Multiplayer , 1727212325687> 8.964.318.890> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.315 ; 9757.088 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.687] WARN : Multiplayer , 1727212325687> 8.964.318.890> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.318 ; 9757.074 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.703] WARN : Multiplayer , 1727212325703> 8.964.318.906> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.321 ; 9757.06 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.703] WARN : Multiplayer , 1727212325703> 8.964.318.907> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.325 ; 9757.044 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
[24-09-24 23:12:05.703] WARN : Multiplayer , 1727212325703> 8.964.318.907> EventPacket.tryProcess> Event skipped: [ player=12 "VudO" | name="Update" | pos=( 10945.328 ; 9757.029 ; 0.0 ) | type1="" | type2="" | type3="" | type4="" | flags=512" | variables=1025 ].
