[24-09-24 01:51:15.946] LOG  : General     , 1727135475946> 0> HuntingMod.HMDeadGoose: DisplayCategory, FoodP.
[24-09-24 01:52:17.052] LOG  : General     , 1727135537052> 0> Adding bulletinboard, value = media/ui/Container_BulletinBoard.png.
[24-09-24 01:52:17.052] LOG  : General     , 1727135537052> 0> Adding deadperson_femalezombie, value = media/ui/Container_DeadPerson_FemaleZombie.png.
[24-09-24 01:52:17.053] LOG  : General     , 1727135537053> 0> Adding sack, value = media/ui/Container_Sack.png.
[24-09-24 01:52:17.053] LOG  : General     , 1727135537053> 0> Adding deadperson_malezombie, value = media/ui/Container_DeadPerson_MaleZombie.png.
[24-09-24 01:52:17.053] LOG  : General     , 1727135537053> 0> Adding popcornmachine, value = media/ui/Container_PopcornMachine.png.
[24-09-24 01:52:17.053] LOG  : General     , 1727135537053> 0> Adding composter, value = media/ui/Container_Composter.png.
[24-09-24 01:52:17.054] LOG  : General     , 1727135537054> 0> Adding drawer, value = media/ui/Container_Drawer.png.
[24-09-24 01:52:17.054] LOG  : General     , 1727135537054> 0> Adding freezer, value = media/ui/Container_Freezer.png.
[24-09-24 01:52:17.054] LOG  : General     , 1727135537054> 0> Adding oven, value = media/ui/Container_Oven.png.
[24-09-24 01:52:17.054] LOG  : General     , 1727135537054> 0> Adding plant, value = media/ui/Container_Plant.png.
[24-09-24 01:52:17.054] LOG  : General     , 1727135537054> 0> Adding medicine, value = media/ui/Container_Medicine.png.
[24-09-24 01:52:17.054] LOG  : General     , 1727135537054> 0> Adding fridge, value = media/ui/Container_Fridge.png.
[24-09-24 01:52:17.055] LOG  : General     , 1727135537055> 0> Adding papertoweldispenser, value = media/ui/Container_PaperTowelDispenser.png.
[24-09-24 01:52:17.055] LOG  : General     , 1727135537055> 0> Adding largebulletinboard, value = media/ui/Container_LargeBulletinBoard.png.
[24-09-24 01:52:17.055] LOG  : General     , 1727135537055> 0> Adding napkindispenser, value = media/ui/Container_NapkinDispenser.png.
[24-09-24 01:52:17.055] LOG  : General     , 1727135537055> 0> Adding cabinet, value = media/ui/Container_Cabinet.png.
[24-09-24 01:52:17.055] LOG  : General     , 1727135537055> 0> Adding campfire, value = media/ui/Container_Campfire.png.
[24-09-24 01:52:17.056] LOG  : General     , 1727135537056> 0> Adding shelf, value = media/ui/Container_Shelf.png.
[24-09-24 01:52:17.056] LOG  : General     , 1727135537056> 0> Adding mannequin, value = media/ui/Container_Mannequin.png.
[24-09-24 01:52:17.056] LOG  : General     , 1727135537056> 0> Adding mailbox, value = media/ui/Container_MailBox.png.
[24-09-24 01:52:17.056] LOG  : General     , 1727135537056> 0> Adding truckbed, value = media/ui/Container_TruckBed.png.
[24-09-24 01:52:17.056] LOG  : General     , 1727135537056> 0> Adding counter, value = media/ui/Container_Counter.png.
[24-09-24 01:52:17.056] LOG  : General     , 1727135537056> 0> Adding microwave, value = media/ui/Container_Microwave.png.
[24-09-24 01:52:17.056] LOG  : General     , 1727135537056> 0> Adding slurpnburp, value = media/ui/Container_SlurpNBurp.png.
[24-09-24 01:52:17.057] LOG  : General     , 1727135537057> 0> Adding musictape, value = media/ui/Container_Musictape.png.
[24-09-24 01:52:17.142] LOG  : General     , 1727135537142> 0> game loading took 25 seconds.
[24-09-24 01:52:17.142] LOG  : Network     , 1727135537142> 0> [24-09-24 01:52:17.142] > ConnectionManager: [send-packet] "login-queue-done" connection: guid=1727100032012872 ip=176.57.174.110 steam-id=76561197983853879 access="admin" username="Shuffmayn" connection-type="UDPRakNet".
[24-09-24 01:52:17.193] LOG  : Network     , 1727135537193> 0> [24-09-24 01:52:17.193] > ConnectionManager: [receive-packet] "checksum-packet-1" connection: guid=1727100032012872 ip=176.57.174.110 steam-id=76561197983853879 access="admin" username="Shuffmayn" connection-type="UDPRakNet".
[24-09-24 01:52:17.200] LOG  : Network     , 1727135537200> 0> [24-09-24 01:52:17.200] > ConnectionManager: [send-packet] "checksum-packet-1" connection: guid=1727100032012872 ip=176.57.174.110 steam-id=76561197983853879 access="admin" username="Shuffmayn" connection-type="UDPRakNet".
[24-09-24 01:52:17.236] LOG  : Network     , 1727135537236> 0> [24-09-24 01:52:17.236] > ConnectionManager: [receive-packet] "checksum-packet-2" connection: guid=1727100032012872 ip=176.57.174.110 steam-id=76561197983853879 access="admin" username="Shuffmayn" connection-type="UDPRakNet".
[24-09-24 01:52:17.241] LOG  : Network     , 1727135537241> 0> [24-09-24 01:52:17.241] > ConnectionManager: [send-packet] "checksum-packet-2" connection: guid=1727100032012872 ip=176.57.174.110 steam-id=76561197983853879 access="admin" username="Shuffmayn" connection-type="UDPRakNet".
[24-09-24 01:54:06.170] LOG  : General     , 1727135646170> 0> STATE: exit zombie.gameStates.GameLoadingState.
[24-09-24 01:54:06.183] LOG  : Multiplayer , 1727135646183> 0> [MPStatistics] mem usage notification threshold=3.060.164.096.
[24-09-24 01:54:06.192] LOG  : General     , 1727135646192> 0> [ISSearchManager] created UI for player 0.
[24-09-24 01:54:06.194] LOG  : General     , 1727135646194> 0> [ISSearchWindow] created UI for player 0.
[24-09-24 01:54:06.194] LOG  : General     , 1727135646194> 0> 1 players found.
[24-09-24 01:54:06.194] LOG  : General     , 1727135646194> 0> player 0 is mouse.
[24-09-24 01:54:06.194] LOG  : General     , 1727135646194> 0> PLAYER DATA OFFSET 0.
[24-09-24 01:54:06.194] LOG  : General     , 1727135646194> 0> 320.
[24-09-24 01:54:06.195] LOG  : General     , 1727135646195> 0> 0.
[24-09-24 01:54:06.195] LOG  : General     , 1727135646195> 0> 640.
[24-09-24 01:54:06.195] LOG  : General     , 1727135646195> 0> 360.
[24-09-24 01:54:07.340] LOG  : General     , 1727135647340> 0> ISCraftingUI: no such result item CakeRaw_Chocolate.
[24-09-24 01:54:07.341] LOG  : General     , 1727135647341> 0> ISCraftingUI: no such result item CakeRaw_Carrot.
[24-09-24 01:54:07.341] LOG  : General     , 1727135647341> 0> ISCraftingUI: no such result item CakeRaw_BlackForestCake.
[24-09-24 01:54:07.342] LOG  : General     , 1727135647342> 0> ISCraftingUI: no such result item CakeRaw_RedVelvet.
[24-09-24 01:54:07.342] LOG  : General     , 1727135647342> 0> ISCraftingUI: no such result item CakeRaw_Strawberry.
[24-09-24 01:54:07.342] LOG  : General     , 1727135647342> 0> ISCraftingUI: no such result item Macaron_Pink.
[24-09-24 01:54:08.245] LOG  : General     , 1727135648245> 0> ISCraftingUI: no such result item CakeRaw_Chocolate.
[24-09-24 01:54:08.246] LOG  : General     , 1727135648246> 0> ISCraftingUI: no such result item CakeRaw_Carrot.
[24-09-24 01:54:08.246] LOG  : General     , 1727135648246> 0> ISCraftingUI: no such result item CakeRaw_BlackForestCake.
[24-09-24 01:54:08.246] LOG  : General     , 1727135648246> 0> ISCraftingUI: no such result item CakeRaw_RedVelvet.
[24-09-24 01:54:08.247] LOG  : General     , 1727135648247> 0> ISCraftingUI: no such result item CakeRaw_Strawberry.
[24-09-24 01:54:08.247] LOG  : General     , 1727135648247> 0> ISCraftingUI: no such result item Macaron_Pink.
[24-09-24 01:54:09.886] LOG  : General     , 1727135649886> 0> reading C:\Users\mail\Zomboid\Saves\Multiplayer\176.57.174.110_29000_e1e33ca2a52ce1ec793d6e9a2f576e2e\InGameMap.ini.
[24-09-24 01:54:09.900] LOG  : General     , 1727135649900> 0> ETW Logger | System: initializing modData.
[24-09-24 01:54:09.906] LOG  : General     , 1727135649906> 0> More Traits - Mod Version On Which Player Was Created: 5.
[24-09-24 01:54:09.906] LOG  : General     , 1727135649906> 0> More Traits - Mod Version On Which Save Was Created: 5.
[24-09-24 01:54:09.906] LOG  : General     , 1727135649906> 0> More Traits - Current Mod Version: 5.
[24-09-24 01:54:09.906] LOG  : General     , 1727135649906> 0> STATE: enter zombie.gameStates.IngameState.
[24-09-24 01:54:10.001] LOG  : General     , 1727135650001> 0> GroundItemSpawnerItems found total of 1 to spawn!.
[24-09-24 01:54:10.988] LOG  : General     , 1727135650988> 0> Updated MoonPhase = Waning crescent, float = 0.25, int = 7.
[24-09-24 01:54:10.999] LOG  : General     , 1727135650999> 0> *******************************************.
[24-09-24 01:54:10.999] LOG  : General     , 1727135650999> 0> ** SANDBOXVARS TRANSFERED TO MOD OPTIONS **.
[24-09-24 01:54:10.999] LOG  : General     , 1727135650999> 0> *******************************************.
[24-09-24 01:54:10.999] LOG  : General     , 1727135650999> 0> Show Hit Damage = 	false.
[24-09-24 01:54:11.000] LOG  : General     , 1727135651000> 0> Show Range/Hit% = 	false.
[24-09-24 01:54:11.000] LOG  : General     , 1727135651000> 0> Show Weapon Info = 	1.
[24-09-24 01:54:11.000] LOG  : General     , 1727135651000> 0> Show Ammunition = 	true.
[24-09-24 01:54:11.000] LOG  : General     , 1727135651000> 0> Movement Gauge = 	true.
[24-09-24 01:54:11.000] LOG  : General     , 1727135651000> 0> Dynamic Recoil System = 	true.
[24-09-24 01:54:11.000] LOG  : General     , 1727135651000> 0> Dynamic Range System = 	1.
[24-09-24 01:54:11.000] LOG  : General     , 1727135651000> 0> Reset Sight Picture = 	true.
[24-09-24 01:54:11.001] LOG  : General     , 1727135651001> 0> Firearm Jamm = 	4.
[24-09-24 01:54:11.001] LOG  : General     , 1727135651001> 0> Firearms never Break = 	false.
[24-09-24 01:54:11.001] LOG  : General     , 1727135651001> 0> Attachements break on melee = 	5.
[24-09-24 01:54:11.001] LOG  : General     , 1727135651001> 0> attachements break on fire = 	5.
[24-09-24 01:54:11.001] LOG  : General     , 1727135651001> 0> Supression Level = 	3.
[24-09-24 01:54:11.001] LOG  : General     , 1727135651001> 0> Bass sound Level = 	1.
[24-09-24 01:54:11.001] LOG  : General     , 1727135651001> 0> Luncher range multiplier = 	1.
[24-09-24 01:54:11.001] LOG  : General     , 1727135651001> 0> Vehicule penalty = 	false.
[24-09-24 01:54:11.001] LOG  : General     , 1727135651001> 0> Debug Confirmation level = 	2.
[24-09-24 01:54:11.001] LOG  : General     , 1727135651001> 0> Use vanilla shot sound brita's = 	false.
[24-09-24 01:54:11.001] LOG  : General     , 1727135651001> 0> Eject Spend shells  = 	11.
[24-09-24 01:54:11.001] LOG  : General     , 1727135651001> 0> Type (Bow / Crossbow) = 	6.
[24-09-24 01:54:11.001] LOG  : General     , 1727135651001> 0> Type (Flame Thrower) = 	2.
[24-09-24 01:54:11.001] LOG  : General     , 1727135651001> 0> dropdown22 = 	3.
[24-09-24 01:54:11.001] LOG  : General     , 1727135651001> 0> dropdown23 = 	2.
[24-09-24 01:54:11.001] LOG  : General     , 1727135651001> 0> dropdown24 = 	4.
[24-09-24 01:54:11.001] LOG  : General     , 1727135651001> 0> dropdown25 = 	6.
[24-09-24 01:54:11.002] LOG  : General     , 1727135651002> 0> dropdown26 = 	6.
[24-09-24 01:54:11.002] LOG  : General     , 1727135651002> 0> dropdown27 = 	6.
[24-09-24 01:54:11.002] LOG  : General     , 1727135651002> 0> dropdown28 = 	3.
[24-09-24 01:54:11.002] LOG  : General     , 1727135651002> 0> dropdown29 = 	4.
[24-09-24 01:54:11.002] LOG  : General     , 1727135651002> 0> dropdown30 = 	5.
[24-09-24 01:54:11.002] LOG  : General     , 1727135651002> 0> dropdown31 = 	4.
[24-09-24 01:54:11.002] LOG  : General     , 1727135651002> 0> dropdown32 = 	3.
[24-09-24 01:54:11.002] LOG  : General     , 1727135651002> 0> dropdown33 = 	11.
[24-09-24 01:54:11.002] LOG  : General     , 1727135651002> 0> dropdown34 = 	11.
[24-09-24 01:54:11.002] LOG  : General     , 1727135651002> 0> dropdown35 = 	11.
[24-09-24 01:54:11.002] LOG  : General     , 1727135651002> 0> dropdown36 = 	11.
[24-09-24 01:54:11.002] LOG  : General     , 1727135651002> 0> dropdown37 = 	11.
[24-09-24 01:54:11.002] LOG  : General     , 1727135651002> 0> dropdown38 = 	11.
[24-09-24 01:54:11.002] LOG  : General     , 1727135651002> 0> dropdown39 = 	11.
[24-09-24 01:54:11.002] LOG  : General     , 1727135651002> 0> dropdown40 = 	11.
[24-09-24 01:54:11.002] LOG  : General     , 1727135651002> 0> dropdown41 = 	6.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown42 = 	2.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown43 = 	2.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown44 = 	6.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown45 = 	2.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown46 = 	4.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown47 = 	5.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown48 = 	4.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown49 = 	5.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown50 = 	6.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown51 = 	6.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown52 = 	4.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown53 = 	3.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown54 = 	3.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown55 = 	4.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown56 = 	6.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown57 = 	5.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown58 = 	6.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown59 = 	4.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown60 = 	5.
[24-09-24 01:54:11.003] LOG  : General     , 1727135651003> 0> dropdown61 = 	6.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown62 = 	6.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown63 = 	2.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown64 = 	2.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown65 = 	2.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown66 = 	2.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown67 = 	2.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown68 = 	2.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown69 = 	6.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown70 = 	4.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown71 = 	3.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown72 = 	2.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown73 = 	2.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown74 = 	3.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown75 = 	4.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown76 = 	3.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown77 = 	2.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown78 = 	4.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown79 = 	2.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown80 = 	6.
[24-09-24 01:54:11.004] LOG  : General     , 1727135651004> 0> dropdown81 = 	5.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown82 = 	1.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown83 = 	1.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown84 = 	1.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown85 = 	1.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown86 = 	1.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown87 = 	1.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown88 = 	1.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown89 = 	1.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown90 = 	2.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown91 = 	2.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown92 = 	2.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown93 = 	2.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown94 = 	2.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown95 = 	2.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown96 = 	2.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown97 = 	2.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown98 = 	2.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown99 = 	2.
[24-09-24 01:54:11.005] LOG  : General     , 1727135651005> 0> dropdown100 = 	2.
[24-09-24 01:54:11.006] LOG  : General     , 1727135651006> 0> dropdown101 = 	2.
[24-09-24 01:54:11.006] LOG  : General     , 1727135651006> 0> dropdown102 = 	2.
[24-09-24 01:54:11.006] LOG  : General     , 1727135651006> 0> dropdown103 = 	2.
[24-09-24 01:54:11.006] LOG  : General     , 1727135651006> 0> dropdown104 = 	2.
[24-09-24 01:54:11.006] LOG  : General     , 1727135651006> 0> dropdown105 = 	2.
[24-09-24 01:54:11.006] LOG  : General     , 1727135651006> 0> dropdown106 = 	2.
[24-09-24 01:54:11.006] LOG  : General     , 1727135651006> 0> dropdown107 = 	2.
[24-09-24 01:54:11.006] LOG  : General     , 1727135651006> 0> dropdown108 = 	2.
[24-09-24 01:54:11.006] LOG  : General     , 1727135651006> 0> dropdown109 = 	2.
[24-09-24 01:54:11.006] LOG  : General     , 1727135651006> 0> dropdown110 = 	2.
[24-09-24 01:54:11.006] LOG  : General     , 1727135651006> 0> dropdown111 = 	2.
[24-09-24 01:54:11.006] LOG  : General     , 1727135651006> 0> dropdown112 = 	2.
[24-09-24 01:54:11.006] LOG  : General     , 1727135651006> 0> dropdown113 = 	2.
[24-09-24 01:54:11.007] LOG  : General     , 1727135651007> 0> dropdown114 = 	1.
[24-09-24 01:54:11.007] LOG  : General     , 1727135651007> 0> dropdown115 = 	5.
[24-09-24 01:54:11.007] LOG  : General     , 1727135651007> 0> dropdown116 = 	1.
