[22-09-24 22:17:53.067] LOG  : General     , 1727036273067> 8.788.266.076> Base.D3CR_Loose: displaycategory, ClothBag.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.073> trafficjams: Base.91chevys10offroad 0.31152648%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.073> trafficjams: Base.91chevys10offroadext 0.31152648%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.073> trafficjams: Base.TrailerM967Water 0.31152648%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.073> trafficjams: Base.f700water 0.62305295%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.073> trafficjams: Base.f700vacuum 0.31152648%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.073> trafficjams: Base.m50water 0.31152648%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.073> trafficjams: Rotators.SemiTruck 0.31152648%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.073> trafficjams: Rotators.SemiTrailerVan 0.31152648%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.073> trafficjams: Rotators.SemiTrailerCistern 0.31152648%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.073> trafficjams: Rotators.SemiTruckBox 0.31152648%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.073> trafficjams: Rotators.SemiTruckLite 0.31152648%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.073> trafficjams: Rotators.TrailerM967tankerWater 0.0%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.073> trafficjams: Rotators.TrailerWaterSmall 0.0%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.074> trafficjams: Rotators.TrailerWaterBig 0.31152648%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.074> trafficjams: Base.TrailerFirst 0.31152648%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.074> trafficjams: Base.TrailerSecond 0.31152648%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.074> trafficjams: Base.TrailerHome 0.31152648%.
[22-09-24 22:18:44.049] LOG  : Lua         , 1727036324049> 8.788.317.074> trafficjams: Base.TrailerKbac 0.31152648%.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.074> Vehicle spawn rate:.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.074> police: Base.PickUpVanLightsPolice 5.319149%.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.074> police: Base.CarLightsPolice 5.319149%.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.074> police: Base.70dodgePD 0.26595744%.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.074> police: Base.74amgeneralM151A2MP 0.7978723%.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.074> police: Base.86fordE150pd 1.3297873%.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.074> police: Base.86oshkoshUSMC 0.5319149%.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.074> police: Base.90fordF350SWAT 1.3297873%.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.074> police: Base.ATAMustangPolice 7.9787235%.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.074> police: Base.85vicsheriff 26.595745%.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.074> police: Base.87capricePD 21.276596%.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.074> police: Base.91blazerpd 13.297873%.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.074> police: Base.92crownvicPD 13.297873%.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.074> police: Base.chevystepvanswat 2.6595745%.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.075> Vehicle spawn rate:.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.075> fire: Base.PickUpVanLightsFire 17.667845%.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.075> fire: Base.PickUpTruckLightsFire 17.667845%.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.075> fire: Base.86oshkoshKYFD 1.4134276%.
[22-09-24 22:18:44.050] LOG  : Lua         , 1727036324050> 8.788.317.075> fire: Base.86oshkoshUSMC 0.7067138%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.075> fire: Base.90fordF350ambulance 3.5335689%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.075> fire: Base.90fordF350SWAT 1.7667844%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.075> fire: Base.87c10fire 35.33569%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.075> fire: Base.firepumper 17.667845%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.075> fire: Base.TrailerM967Water 0.3533569%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.075> fire: Base.f700water 2.1201415%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.075> fire: Rotators.TrailerM967tankerWater 0.3533569%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.075> fire: Rotators.TrailerWaterSmall 0.3533569%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.075> fire: Rotators.TrailerWaterBig 0.7067138%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.075> fire: Base.TwinkiesVan 0.3533569%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.075> Vehicle spawn rate:.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.075> ranger: Base.CarLights 14.409222%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.075> ranger: Base.PickUpVanLights 7.204611%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.075> ranger: Base.PickUpTruckLights 7.204611%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.076> ranger: Base.74amgeneralM151A2MP 0.57636887%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.076> ranger: Base.78amgeneralM35A2 0.28818443%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.076> ranger: Base.78amgeneralM50A3 0.28818443%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.076> ranger: Base.TrailerM129van 0.86455333%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.076> ranger: Base.92amgeneralM998 0.28818443%.
[22-09-24 22:18:44.051] LOG  : Lua         , 1727036324051> 8.788.317.076> ranger: Base.TrailerM101A3cargo 0.28818443%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.076> ranger: Base.ATAJeepClassic 2.8818443%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.076> ranger: Base.ATAMustangClassic 2.8818443%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.076> ranger: Base.ATAMustangPolice 2.8818443%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.076> ranger: Base.SuperBulldozer 0.28818443%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.076> ranger: Base.85vicranger 28.818443%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.076> ranger: Base.92wranglerranger 28.818443%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.076> ranger: Base.f700vacuum 1.4409221%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.076> ranger: Rotators.TrailerWaterSmall 0.28818443%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.076> ranger: Base.TwinkiesVan 0.28818443%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.076> Vehicle spawn rate:.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.076> mccoy: Base.PickUpVanMccoy 10.060363%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.076> mccoy: Base.PickUpTruckMccoy 10.060363%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.076> mccoy: Base.VanSpecial 10.060363%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.076> mccoy: Base.TrailerM127stake 0.4024145%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.077> mccoy: Base.86fordE150mm 1.0060363%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.077> mccoy: Base.AMC_quad 0.6036217%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.077> mccoy: Base.87c10mccoy 20.120726%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.077> mccoy: Base.isuzuboxmccoy 10.060363%.
[22-09-24 22:18:44.052] LOG  : Lua         , 1727036324052> 8.788.317.077> mccoy: Base.f700dump 6.0362177%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.077> mccoy: Base.f700flatbed 6.0362177%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.077> mccoy: Base.Trailerfuelmedium 0.4024145%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.077> mccoy: Base.Trailerfuelsmall 0.4024145%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.077> mccoy: Base.isoContainer2 19.919518%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.077> mccoy: Base.f700water 0.4024145%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.077> mccoy: Base.f700vacuum 1.0060363%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.077> mccoy: Rotators.SemiTruck 0.20120725%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.077> mccoy: Rotators.SemiTruckLite 0.20120725%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.077> mccoy: Rotators.SemiTruckBox 0.6036217%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.077> mccoy: Rotators.SemiTrailerVan 1.609658%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.077> mccoy: Rotators.TrailerWaterSmall 0.4024145%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.077> mccoy: Rotators.TrailerWaterBig 0.20120725%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.077> mccoy: Base.TwinkiesVan 0.20120725%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.077> Vehicle spawn rate:.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.078> postal: Base.StepVanMail 24.875622%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.078> postal: Base.VanSpecial 24.875622%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.078> postal: Base.AMC_bmw_classic 2.9850745%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.078> postal: Base.AMC_quad 1.4925373%.
[22-09-24 22:18:44.053] LOG  : Lua         , 1727036324053> 8.788.317.078> postal: Base.isoContainer3tanker 37.31343%.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.078> postal: Rotators.SemiTruckBox 0.99502486%.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.078> postal: Base.TwinkiesVan 7.4626865%.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.078> Vehicle spawn rate:.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.078> spiffo: Base.VanSpiffo 58.139534%.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.078> spiffo: Base.86fordE150slideSpiffo 29.069767%.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.078> spiffo: Rotators.SemiTruckBox 1.1627907%.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.078> spiffo: Base.TwinkiesVan 11.627907%.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.078> Vehicle spawn rate:.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.078> ambulance: Base.VanAmbulance 20.703934%.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.078> ambulance: Base.90fordF350ambulance 4.1407866%.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.078> ambulance: Base.90fordF350SWAT 2.0703933%.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.078> ambulance: Base.80f350ambulance 41.407867%.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.078> ambulance: Base.86econolineambulance 31.0559%.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.078> ambulance: Base.TwinkiesVan 0.621118%.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.078> Vehicle spawn rate:.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.079> radio: Base.VanRadio 86.95652%.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.079> radio: Base.TwinkiesVan 13.043478%.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.079> Vehicle spawn rate:.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.079> fossoil: Base.PickUpVanLights 12.59542%.
[22-09-24 22:18:44.054] LOG  : Lua         , 1727036324054> 8.788.317.079> fossoil: Base.PickUpTruckLights 12.59542%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.079> fossoil: Base.VanSpecial 12.977099%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.079> fossoil: Base.78amgeneralM49A2C 1.5267175%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.079> fossoil: Base.82oshkoshM911 0.7633588%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.079> fossoil: Base.TrailerM967tanker 1.1450381%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.079> fossoil: Base.86fordE150dnd 1.908397%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.079> fossoil: Base.AMC_quad 1.1450381%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.079> fossoil: Base.f700dump 13.358779%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.079> fossoil: Base.Trailerfuelmedium 0.7633588%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.079> fossoil: Base.Trailerfuelsmall 0.7633588%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.079> fossoil: Base.isoContainer3tanker 28.625954%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.079> fossoil: Rotators.SemiTruck 0.3816794%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.079> fossoil: Rotators.SemiTruckLite 0.3816794%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.079> fossoil: Rotators.SemiTruckBox 0.3816794%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.079> fossoil: Rotators.SemiTrailerVan 1.908397%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.080> fossoil: Rotators.SemiTrailerCistern 3.053435%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.080> fossoil: Rotators.TrailerM967tankerWater 0.7633588%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.080> fossoil: Rotators.TrailerWaterSmall 0.3816794%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.080> fossoil: Rotators.TrailerWaterBig 0.7633588%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.080> fossoil: Base.TwinkiesVan 3.816794%.
[22-09-24 22:18:44.055] LOG  : Lua         , 1727036324055> 8.788.317.080> Vehicle spawn rate:.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.080> scarlet: Base.StepVan_Scarlet 80.0%.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.080> scarlet: Base.f700water 20.0%.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.080> Vehicle spawn rate:.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.080> massgenfac: Base.Van_MassGenFac 96.15385%.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.080> massgenfac: Rotators.SemiTruckBox 3.8461537%.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.080> Vehicle spawn rate:.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.080> transit: Base.Van_Transit 80.0%.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.080> transit: Base.86fordE150long 20.0%.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.080> Vehicle spawn rate:.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.080> network3: Base.VanRadio_3N 100.0%.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.080> Vehicle spawn rate:.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.080> kyheralds: Base.StepVan_Heralds 100.0%.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.080> Vehicle spawn rate:.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.080> lectromax: Base.Van_LectroMax 100.0%.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.080> Vehicle spawn rate:.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.081> knoxdisti: Base.Van_KnoxDisti 100.0%.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.081> Vehicle spawn rate:.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.081> normalburnt: Base.CarNormalBurnt 8.823529%.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.081> normalburnt: Base.SmallCarBurnt 0.98039216%.
[22-09-24 22:18:44.056] LOG  : Lua         , 1727036324056> 8.788.317.081> normalburnt: Base.SmallCar02Burnt 6.8627453%.
[22-09-24 22:18:44.057] LOG  : Lua         , 1727036324057> 8.788.317.081> normalburnt: Base.OffRoadBurnt 0.98039216%.
[22-09-24 22:18:44.057] LOG  : Lua         , 1727036324057> 8.788.317.081> normalburnt: Base.PickupBurnt 4.901961%.
[22-09-24 22:18:44.057] LOG  : Lua         , 1727036324057> 8.788.317.081> normalburnt: Base.PickUpVanBurnt 0.0%.
[22-09-24 22:18:44.057] LOG  : Lua         , 1727036324057> 8.788.317.081> normalburnt: Base.SportsCarBurnt 4.901961%.
[22-09-24 22:18:44.057] LOG  : Lua         , 1727036324057> 8.788.317.081> normalburnt: Base.VanSeatsBurnt 0.0%.
[22-09-24 22:18:44.057] LOG  : Lua         , 1727036324057> 8.788.317.081> normalburnt: Base.VanBurnt 0.98039216%.
[22-09-24 22:18:44.057] LOG  : Lua         , 1727036324057> 8.788.317.081> normalburnt: Base.ModernCarBurnt 4.901961%.
[22-09-24 22:18:44.057] LOG  : Lua         , 1727036324057> 8.788.317.081> normalburnt: Base.ModernCar02Burnt 4.901961%.
[22-09-24 22:18:44.057] LOG  : Lua         , 1727036324057> 8.788.317.081> normalburnt: Base.SUVBurnt 4.901961%.
[22-09-24 22:18:44.057] LOG  : Lua         , 1727036324057> 8.788.317.081> normalburnt: Base.TaxiBurnt 4.901961%.
[22-09-24 22:18:44.057] LOG  : Lua         , 1727036324057> 8.788.317.081> normalburnt: Base.LuxuryCarBurnt 0.0%.
[22-09-24 22:18:44.057] LOG  : Lua         , 1727036324057> 8.788.317.081> normalburnt: Base.NormalCrashedBurnt 8.823529%.
[22-09-24 22:18:44.057] LOG  : Lua         , 1727036324057> 8.788.317.082> normalburnt: Base.CarNormalBurntClassic 0.98039216%.
[22-09-24 22:18:44.057] LOG  : Lua         , 1727036324057> 8.788.317.082> normalburnt: Base.Small2CrashedBurnt 6.8627453%.
[22-09-24 22:18:44.057] LOG  : Lua         , 1727036324057> 8.788.317.082> normalburnt: Base.Small2FlippedCrashedBurnt 6.8627453%.
[22-09-24 22:18:44.057] LOG  : Lua         , 1727036324057> 8.788.317.082> normalburnt: Base.SmallCar02BurntClassic 0.0%.
[22-09-24 22:18:44.057] LOG  : Lua         , 1727036324057> 8.788.317.082> normalburnt: Base.ModernCar02BurntClassic 0.0%.
[22-09-24 22:18:44.058] LOG  : Lua         , 1727036324057> 8.788.317.082> normalburnt: Base.ModernCarBurntClassic 0.98039216%.
[22-09-24 22:18:44.058] LOG  : Lua         , 1727036324058> 8.788.317.082> normalburnt: Base.ModernCrashedBurnt 4.901961%.
[22-09-24 22:18:44.058] LOG  : Lua         , 1727036324058> 8.788.317.082> normalburnt: Base.PickupBurntClassic 0.98039216%.
[22-09-24 22:18:44.058] LOG  : Lua         , 1727036324058> 8.788.317.082> normalburnt: Base.SportsCarBurntClassic 0.0%.
