[30-09-24 18:24:46.911] LOG  : General     , 1727713486911> 0> Tsarcraft.VinylBoneyMRasputin(1978): DisplayCategory, MediaA.
[30-09-24 22:11:27.238] WARN : General     , 1727727087238> 9.479.083.748> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:27.470] WARN : General     , 1727727087470> 9.479.083.980> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:27.573] LOG  : General     , 1727727087573> 9.479.084.082> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:27.573] LOG  : General     , 1727727087573> 9.479.084.082> sendObjectChange() can only be called on the server.
[30-09-24 22:11:27.737] WARN : General     , 1727727087737> 9.479.084.246> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:27.966] LOG  : General     , 1727727087966> 9.479.084.475> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:27.966] LOG  : General     , 1727727087966> 9.479.084.475> sendObjectChange() can only be called on the server.
[30-09-24 22:11:28.366] LOG  : General     , 1727727088366> 9.479.084.875> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:28.366] LOG  : General     , 1727727088366> 9.479.084.875> sendObjectChange() can only be called on the server.
[30-09-24 22:11:28.435] WARN : Lua         , 1727727088435> 9.479.084.944> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:28.453] WARN : General     , 1727727088453> 9.479.084.963> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:28.781] LOG  : General     , 1727727088781> 9.479.085.291> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:28.781] LOG  : General     , 1727727088781> 9.479.085.291> sendObjectChange() can only be called on the server.
[30-09-24 22:11:29.133] WARN : Lua         , 1727727089133> 9.479.085.642> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:29.166] LOG  : General     , 1727727089166> 9.479.085.675> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:29.166] LOG  : General     , 1727727089166> 9.479.085.676> sendObjectChange() can only be called on the server.
[30-09-24 22:11:29.504] WARN : General     , 1727727089504> 9.479.086.013> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:29.516] WARN : Lua         , 1727727089516> 9.479.086.026> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:29.583] LOG  : General     , 1727727089582> 9.479.086.092> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:29.583] LOG  : General     , 1727727089583> 9.479.086.092> sendObjectChange() can only be called on the server.
[30-09-24 22:11:30.004] LOG  : General     , 1727727090004> 9.479.086.513> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:30.004] LOG  : General     , 1727727090004> 9.479.086.513> sendObjectChange() can only be called on the server.
[30-09-24 22:11:30.018] WARN : Lua         , 1727727090018> 9.479.086.527> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:30.055] WARN : General     , 1727727090055> 9.479.086.564> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:30.120] WARN : General     , 1727727090120> 9.479.086.630> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:30.290] WARN : General     , 1727727090290> 9.479.086.799> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:30.387] WARN : Lua         , 1727727090387> 9.479.086.896> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:30.404] LOG  : General     , 1727727090404> 9.479.086.914> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:30.404] LOG  : General     , 1727727090404> 9.479.086.914> sendObjectChange() can only be called on the server.
[30-09-24 22:11:30.454] WARN : General     , 1727727090454> 9.479.086.963> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:30.816] LOG  : General     , 1727727090816> 9.479.087.325> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:30.816] LOG  : General     , 1727727090816> 9.479.087.325> sendObjectChange() can only be called on the server.
[30-09-24 22:11:31.216] LOG  : General     , 1727727091216> 9.479.087.725> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:31.216] LOG  : General     , 1727727091216> 9.479.087.725> sendObjectChange() can only be called on the server.
[30-09-24 22:11:31.216] WARN : Lua         , 1727727091216> 9.479.087.726> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:31.488] WARN : General     , 1727727091488> 9.479.087.997> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:31.649] LOG  : General     , 1727727091649> 9.479.088.159> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:31.650] LOG  : General     , 1727727091649> 9.479.088.159> sendObjectChange() can only be called on the server.
[30-09-24 22:11:31.854] WARN : General     , 1727727091854> 9.479.088.363> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:32.057] LOG  : General     , 1727727092057> 9.479.088.567> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:32.057] LOG  : General     , 1727727092057> 9.479.088.567> sendObjectChange() can only be called on the server.
[30-09-24 22:11:32.349] WARN : Lua         , 1727727092349> 9.479.088.859> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:32.482] LOG  : General     , 1727727092482> 9.479.088.992> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:32.482] LOG  : General     , 1727727092482> 9.479.088.992> sendObjectChange() can only be called on the server.
[30-09-24 22:11:33.032] LOG  : General     , 1727727093032> 9.479.089.542> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:33.033] LOG  : General     , 1727727093033> 9.479.089.542> sendObjectChange() can only be called on the server.
[30-09-24 22:11:33.282] LOG  : General     , 1727727093282> 9.479.089.792> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:33.282] LOG  : General     , 1727727093282> 9.479.089.792> sendObjectChange() can only be called on the server.
[30-09-24 22:11:33.362] WARN : Lua         , 1727727093362> 9.479.089.872> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:33.699] LOG  : General     , 1727727093699> 9.479.090.209> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:33.699] LOG  : General     , 1727727093699> 9.479.090.209> sendObjectChange() can only be called on the server.
[30-09-24 22:11:34.115] LOG  : General     , 1727727094115> 9.479.090.625> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:34.116] LOG  : General     , 1727727094116> 9.479.090.626> sendObjectChange() can only be called on the server.
[30-09-24 22:11:34.436] WARN : General     , 1727727094436> 9.479.090.946> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:34.499] LOG  : General     , 1727727094499> 9.479.091.009> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:34.499] LOG  : General     , 1727727094499> 9.479.091.009> sendObjectChange() can only be called on the server.
[30-09-24 22:11:34.655] WARN : General     , 1727727094655> 9.479.091.165> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:34.862] DEBUG: Vehicle     , 1727727094862> 9.479.091.372> CarController.<init>                > Vehicle vid=193 type=Base.90ramlb has been added at (10607,709961;9928,500000;0,354460) auth=vid:Base.90ramlb(193) pid:(-1) auth=Server static=false active=false.
[30-09-24 22:11:34.886] DEBUG: Vehicle     , 1727727094886> 9.479.091.396> CarController.<init>                > Vehicle vid=236 type=Base.90ramlb has been added at (10615,290039;9923,500000;0,354460) auth=vid:Base.90ramlb(236) pid:(-1) auth=Server static=false active=false.
[30-09-24 22:11:34.906] DEBUG: Vehicle     , 1727727094906> 9.479.091.416> CarController.<init>                > Vehicle vid=231 type=Base.AMC_bmw_classic has been added at (10634,004883;9926,500000;0,000000) auth=vid:Base.AMC_bmw_classic(231) pid:(-1) auth=Server static=false active=false.
[30-09-24 22:11:34.907] LOG  : General     , 1727727094907> 9.479.091.417> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:34.907] LOG  : General     , 1727727094907> 9.479.091.417> sendObjectChange() can only be called on the server.
[30-09-24 22:11:35.316] LOG  : General     , 1727727095316> 9.479.091.826> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:35.316] LOG  : General     , 1727727095316> 9.479.091.826> sendObjectChange() can only be called on the server.
[30-09-24 22:11:35.732] LOG  : General     , 1727727095732> 9.479.092.242> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:35.732] LOG  : General     , 1727727095732> 9.479.092.242> sendObjectChange() can only be called on the server.
[30-09-24 22:11:35.849] WARN : Lua         , 1727727095849> 9.479.092.359> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:36.132] LOG  : General     , 1727727096132> 9.479.092.642> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:36.132] LOG  : General     , 1727727096132> 9.479.092.642> sendObjectChange() can only be called on the server.
[30-09-24 22:11:36.539] LOG  : General     , 1727727096539> 9.479.093.049> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:36.539] LOG  : General     , 1727727096539> 9.479.093.049> sendObjectChange() can only be called on the server.
[30-09-24 22:11:36.932] LOG  : General     , 1727727096932> 9.479.093.442> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:36.935] LOG  : General     , 1727727096935> 9.479.093.445> sendObjectChange() can only be called on the server.
[30-09-24 22:11:37.249] WARN : Lua         , 1727727097249> 9.479.093.759> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:37.332] LOG  : General     , 1727727097332> 9.479.093.842> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:37.332] LOG  : General     , 1727727097332> 9.479.093.842> sendObjectChange() can only be called on the server.
[30-09-24 22:11:37.749] LOG  : General     , 1727727097748> 9.479.094.259> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:37.749] LOG  : General     , 1727727097749> 9.479.094.259> sendObjectChange() can only be called on the server.
[30-09-24 22:11:38.162] LOG  : General     , 1727727098162> 9.479.094.672> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:38.162] LOG  : General     , 1727727098162> 9.479.094.672> sendObjectChange() can only be called on the server.
[30-09-24 22:11:38.230] WARN : Lua         , 1727727098230> 9.479.094.740> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:38.241] WARN : General     , 1727727098241> 9.479.094.751> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:38.549] LOG  : General     , 1727727098549> 9.479.095.059> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:38.550] LOG  : General     , 1727727098550> 9.479.095.059> sendObjectChange() can only be called on the server.
[30-09-24 22:11:38.687] WARN : General     , 1727727098687> 9.479.095.197> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:38.833] WARN : Lua         , 1727727098833> 9.479.095.342> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:38.937] WARN : General     , 1727727098937> 9.479.095.446> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:38.966] LOG  : General     , 1727727098966> 9.479.095.475> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:38.966] LOG  : General     , 1727727098966> 9.479.095.476> sendObjectChange() can only be called on the server.
[30-09-24 22:11:39.365] LOG  : General     , 1727727099365> 9.479.095.875> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:39.366] LOG  : General     , 1727727099366> 9.479.095.876> sendObjectChange() can only be called on the server.
[30-09-24 22:11:39.800] LOG  : General     , 1727727099800> 9.479.096.310> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:39.800] LOG  : General     , 1727727099800> 9.479.096.310> sendObjectChange() can only be called on the server.
[30-09-24 22:11:40.199] LOG  : General     , 1727727100199> 9.479.096.709> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:40.199] LOG  : General     , 1727727100199> 9.479.096.709> sendObjectChange() can only be called on the server.
[30-09-24 22:11:40.349] WARN : Lua         , 1727727100349> 9.479.096.859> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:40.516] WARN : Lua         , 1727727100516> 9.479.097.026> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:40.705] WARN : General     , 1727727100705> 9.479.097.215> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:40.858] LOG  : General     , 1727727100858> 9.479.097.368> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:40.859] LOG  : General     , 1727727100859> 9.479.097.369> sendObjectChange() can only be called on the server.
[30-09-24 22:11:41.015] LOG  : General     , 1727727101015> 9.479.097.525> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:41.016] LOG  : General     , 1727727101016> 9.479.097.526> sendObjectChange() can only be called on the server.
[30-09-24 22:11:41.226] WARN : Lua         , 1727727101226> 9.479.097.736> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:41.258] DEBUG: Vehicle     , 1727727101258> 9.479.097.768> CarController.<init>                > Vehicle vid=252 type=Base.91chevys10 has been added at (10681,500000;9886,549805;0,324490) auth=vid:Base.91chevys10(252) pid:(-1) auth=Server static=false active=false.
[30-09-24 22:11:41.303] WARN : General     , 1727727101303> 9.479.097.813> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:41.449] LOG  : General     , 1727727101449> 9.479.097.959> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:41.449] LOG  : General     , 1727727101449> 9.479.097.959> sendObjectChange() can only be called on the server.
[30-09-24 22:11:41.749] WARN : Lua         , 1727727101749> 9.479.098.259> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:41.853] LOG  : General     , 1727727101853> 9.479.098.363> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:41.853] LOG  : General     , 1727727101853> 9.479.098.363> sendObjectChange() can only be called on the server.
[30-09-24 22:11:41.970] WARN : General     , 1727727101970> 9.479.098.479> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:42.249] LOG  : General     , 1727727102249> 9.479.098.759> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:42.249] LOG  : General     , 1727727102249> 9.479.098.759> sendObjectChange() can only be called on the server.
[30-09-24 22:11:42.300] WARN : Lua         , 1727727102300> 9.479.098.810> LuaManager$GlobalObject.require> require("NVAPI/ctrl/instance") failed.
[30-09-24 22:11:42.388] WARN : General     , 1727727102388> 9.479.098.898> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:42.649] LOG  : General     , 1727727102649> 9.479.099.159> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:42.649] LOG  : General     , 1727727102649> 9.479.099.159> sendObjectChange() can only be called on the server.
[30-09-24 22:11:42.670] WARN : General     , 1727727102670> 9.479.099.180> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null.
[30-09-24 22:11:43.049] LOG  : General     , 1727727103049> 9.479.099.559> VudO vehicle/seat remote 218/0 local 218/0.
[30-09-24 22:11:43.049] LOG  : General     , 1727727103049> 9.479.099.559> sendObjectChange() can only be called on the server.
[30-09-24 22:11:43.465] LOG  : General     , 1727727103465> 9.479.099.975> VudO vehicle/seat remote 218/0 local 218/0.
