[13-10-24 01:12:32.609] LOG  : General     , 1728774752609> 0> Base.Master V2 Remote: displaycategory, Elec.
[13-10-24 01:17:12.694] LOG  : General     , 1728775032694> 0> LuaNet: Loading....
[13-10-24 01:17:12.694] LOG  : General     , 1728775032694> 0> LuaNet: Registering client listener....
[13-10-24 01:17:12.694] LOG  : General     , 1728775032694> 0> LuaNet: Initialization [DONE], triggering events for 'LuaNet.onInitAdd'..
[13-10-24 01:17:12.727] LOG  : General     , 1728775032727> 0> Saving GlobalModData.
[13-10-24 01:17:12.750] LOG  : General     , 1728775032750> 0> Adding hotdogmachine, value = media/ui/Container_HotdogMachine.png.
[13-10-24 01:17:12.750] LOG  : General     , 1728775032750> 0> Adding floor, value = media/ui/Container_Floor.png.
[13-10-24 01:17:12.751] LOG  : General     , 1728775032751> 0> Adding clothingdryer, value = media/ui/Container_ClothingDryer.png.
[13-10-24 01:17:12.751] LOG  : General     , 1728775032751> 0> Adding crate, value = media/ui/Container_Crate.png.
[13-10-24 01:17:12.751] LOG  : General     , 1728775032751> 0> Adding sack, value = media/ui/Container_Sack.png.
[13-10-24 01:17:12.752] LOG  : General     , 1728775032752> 0> Adding freezer, value = media/ui/Container_Freezer.png.
[13-10-24 01:17:12.752] LOG  : General     , 1728775032752> 0> Adding plant, value = media/ui/Container_Plant.png.
[13-10-24 01:17:12.752] LOG  : General     , 1728775032752> 0> Adding papertoweldispenser, value = media/ui/Container_PaperTowelDispenser.png.
[13-10-24 01:17:12.753] LOG  : General     , 1728775032753> 0> Adding microwave, value = media/ui/Container_Microwave.png.
[13-10-24 01:17:12.753] LOG  : General     , 1728775032753> 0> Adding musictape, value = media/ui/Container_Musictape.png.
[13-10-24 01:17:12.754] LOG  : General     , 1728775032754> 0> Adding papertray, value = media/ui/Container_PaperTray.png.
[13-10-24 01:17:12.754] LOG  : General     , 1728775032754> 0> Adding poolcuestand, value = media/ui/Container_PoolCueStand.png.
[13-10-24 01:17:12.754] LOG  : General     , 1728775032754> 0> Adding deadperson_male, value = media/ui/Container_DeadPerson_Male.png.
[13-10-24 01:17:12.754] LOG  : General     , 1728775032754> 0> Adding garbage, value = media/ui/Container_Garbage.png.
[13-10-24 01:17:12.755] LOG  : General     , 1728775032755> 0> Adding pegboard, value = media/ui/Container_PegBoard.png.
[13-10-24 01:17:12.755] LOG  : General     , 1728775032755> 0> Adding bulletinboard, value = media/ui/Container_BulletinBoard.png.
[13-10-24 01:17:12.755] LOG  : General     , 1728775032755> 0> Adding deadperson_malezombie, value = media/ui/Container_DeadPerson_MaleZombie.png.
[13-10-24 01:17:12.756] LOG  : General     , 1728775032756> 0> Adding largebulletinboard, value = media/ui/Container_LargeBulletinBoard.png.
[13-10-24 01:17:12.756] LOG  : General     , 1728775032756> 0> Adding napkindispenser, value = media/ui/Container_NapkinDispenser.png.
[13-10-24 01:17:12.757] LOG  : General     , 1728775032757> 0> Adding carseat, value = media/ui/Container_Carseat.png.
[13-10-24 01:17:12.757] LOG  : General     , 1728775032757> 0> Adding tent, value = media/ui/Container_Tent.png.
[13-10-24 01:17:12.757] LOG  : General     , 1728775032757> 0> Adding toolcabinet, value = media/ui/Container_ToolCabinet.png.
[13-10-24 01:17:12.757] LOG  : General     , 1728775032757> 0> Adding deadperson_female, value = media/ui/Container_DeadPerson_Female.png.
[13-10-24 01:17:12.758] LOG  : General     , 1728775032758> 0> Adding clothingwasher, value = media/ui/Container_ClothingWasher.png.
[13-10-24 01:17:12.758] LOG  : General     , 1728775032758> 0> Adding vendingt, value = media/ui/Container_Vendingt.png.
[13-10-24 01:17:12.759] LOG  : General     , 1728775032759> 0> Adding popcornmachine, value = media/ui/Container_PopcornMachine.png.
[13-10-24 01:17:12.759] LOG  : General     , 1728775032759> 0> Adding composter, value = media/ui/Container_Composter.png.
[13-10-24 01:17:12.759] LOG  : General     , 1728775032759> 0> Adding drawer, value = media/ui/Container_Drawer.png.
[13-10-24 01:17:12.759] LOG  : General     , 1728775032759> 0> Adding oven, value = media/ui/Container_Oven.png.
[13-10-24 01:17:12.759] LOG  : General     , 1728775032759> 0> Adding fridge, value = media/ui/Container_Fridge.png.
[13-10-24 01:17:12.760] LOG  : General     , 1728775032760> 0> Adding campfire, value = media/ui/Container_Campfire.png.
[13-10-24 01:17:12.760] LOG  : General     , 1728775032760> 0> Adding mannequin, value = media/ui/Container_Mannequin.png.
[13-10-24 01:17:12.760] LOG  : General     , 1728775032760> 0> Adding legalshelf, value = media/ui/Container_LegalShelf.png.
[13-10-24 01:17:12.760] LOG  : General     , 1728775032760> 0> Adding truckbed, value = media/ui/Container_TruckBed.png.
[13-10-24 01:17:12.761] LOG  : General     , 1728775032761> 0> Adding counter, value = media/ui/Container_Counter.png.
[13-10-24 01:17:12.761] LOG  : General     , 1728775032761> 0> Adding glovecompartment, value = media/ui/Container_GloveCompartment.png.
[13-10-24 01:17:12.761] LOG  : General     , 1728775032761> 0> Adding deadperson_femalezombie, value = media/ui/Container_DeadPerson_FemaleZombie.png.
[13-10-24 01:17:12.762] LOG  : General     , 1728775032762> 0> Adding emergencyaxe, value = media/ui/Container_EmergencyAxe.png.
[13-10-24 01:17:12.762] LOG  : General     , 1728775032762> 0> Adding medicine, value = media/ui/Container_Medicine.png.
[13-10-24 01:17:12.762] LOG  : General     , 1728775032762> 0> Adding cabinet, value = media/ui/Container_Cabinet.png.
[13-10-24 01:17:12.763] LOG  : General     , 1728775032763> 0> Adding shelf, value = media/ui/Container_Shelf.png.
[13-10-24 01:17:12.763] LOG  : General     , 1728775032763> 0> Adding mailbox, value = media/ui/Container_MailBox.png.
[13-10-24 01:17:12.763] LOG  : General     , 1728775032763> 0> Adding slurpnburp, value = media/ui/Container_SlurpNBurp.png.
[13-10-24 01:17:34.563] LOG  : General     , 1728775054563> 0> game loading took 47 seconds.
[13-10-24 01:17:34.564] LOG  : Network     , 1728775054564> 0> [13-10-24 01:17:34.564] > ConnectionManager: [send-packet] "login-queue-done" connection: guid=1728774593840718 ip=176.57.174.110 steam-id=76561197983853879 access="admin" username="Shuffmayn" connection-type="UDPRakNet".
[13-10-24 01:17:34.631] LOG  : Network     , 1728775054631> 0> [13-10-24 01:17:34.631] > ConnectionManager: [receive-packet] "checksum-packet-1" connection: guid=1728774593840718 ip=176.57.174.110 steam-id=76561197983853879 access="admin" username="Shuffmayn" connection-type="UDPRakNet".
[13-10-24 01:17:34.648] LOG  : Network     , 1728775054648> 0> [13-10-24 01:17:34.648] > ConnectionManager: [send-packet] "checksum-packet-1" connection: guid=1728774593840718 ip=176.57.174.110 steam-id=76561197983853879 access="admin" username="Shuffmayn" connection-type="UDPRakNet".
[13-10-24 01:17:34.724] LOG  : Network     , 1728775054724> 0> [13-10-24 01:17:34.724] > ConnectionManager: [receive-packet] "checksum-packet-2" connection: guid=1728774593840718 ip=176.57.174.110 steam-id=76561197983853879 access="admin" username="Shuffmayn" connection-type="UDPRakNet".
[13-10-24 01:17:34.730] LOG  : Network     , 1728775054730> 0> [13-10-24 01:17:34.730] > ConnectionManager: [send-packet] "checksum-packet-2" connection: guid=1728774593840718 ip=176.57.174.110 steam-id=76561197983853879 access="admin" username="Shuffmayn" connection-type="UDPRakNet".
[13-10-24 01:17:40.513] LOG  : General     , 1728775060513> 0> STATE: exit zombie.gameStates.GameLoadingState.
[13-10-24 01:17:40.529] LOG  : Multiplayer , 1728775060529> 0> [MPStatistics] mem usage notification threshold=3.060.164.096.
[13-10-24 01:17:40.536] LOG  : General     , 1728775060536> 0> [ISSearchManager] created UI for player 0.
[13-10-24 01:17:40.538] LOG  : General     , 1728775060538> 0> [ISSearchWindow] created UI for player 0.
[13-10-24 01:17:40.539] LOG  : General     , 1728775060539> 0> 1 players found.
[13-10-24 01:17:40.539] LOG  : General     , 1728775060539> 0> player 0 is mouse.
[13-10-24 01:17:40.539] LOG  : General     , 1728775060539> 0> PLAYER DATA OFFSET 0.
[13-10-24 01:17:40.539] LOG  : General     , 1728775060539> 0> 320.
[13-10-24 01:17:40.539] LOG  : General     , 1728775060539> 0> 0.
[13-10-24 01:17:40.539] LOG  : General     , 1728775060539> 0> 640.
[13-10-24 01:17:40.539] LOG  : General     , 1728775060539> 0> 360.
[13-10-24 01:17:41.711] LOG  : General     , 1728775061711> 0> ISCraftingUI: no such result item CakeRaw_Chocolate.
[13-10-24 01:17:41.712] LOG  : General     , 1728775061712> 0> ISCraftingUI: no such result item CakeRaw_Carrot.
[13-10-24 01:17:41.712] LOG  : General     , 1728775061712> 0> ISCraftingUI: no such result item CakeRaw_BlackForestCake.
[13-10-24 01:17:41.712] LOG  : General     , 1728775061712> 0> ISCraftingUI: no such result item CakeRaw_RedVelvet.
[13-10-24 01:17:41.713] LOG  : General     , 1728775061713> 0> ISCraftingUI: no such result item CakeRaw_Strawberry.
[13-10-24 01:17:41.713] LOG  : General     , 1728775061713> 0> ISCraftingUI: no such result item Macaron_Pink.
[13-10-24 01:17:42.634] LOG  : General     , 1728775062634> 0> ISCraftingUI: no such result item CakeRaw_Chocolate.
[13-10-24 01:17:42.634] LOG  : General     , 1728775062634> 0> ISCraftingUI: no such result item CakeRaw_Carrot.
[13-10-24 01:17:42.635] LOG  : General     , 1728775062635> 0> ISCraftingUI: no such result item CakeRaw_BlackForestCake.
[13-10-24 01:17:42.635] LOG  : General     , 1728775062635> 0> ISCraftingUI: no such result item CakeRaw_RedVelvet.
[13-10-24 01:17:42.636] LOG  : General     , 1728775062636> 0> ISCraftingUI: no such result item CakeRaw_Strawberry.
[13-10-24 01:17:42.636] LOG  : General     , 1728775062636> 0> ISCraftingUI: no such result item Macaron_Pink.
[13-10-24 01:17:44.827] LOG  : General     , 1728775064827> 0> ETW Logger | System: initializing modData.
[13-10-24 01:17:44.833] LOG  : General     , 1728775064833> 0> More Traits - Mod Version On Which Player Was Created: 5.
[13-10-24 01:17:44.833] LOG  : General     , 1728775064833> 0> More Traits - Mod Version On Which Save Was Created: 5.
[13-10-24 01:17:44.833] LOG  : General     , 1728775064833> 0> More Traits - Current Mod Version: 5.
[13-10-24 01:17:44.834] LOG  : General     , 1728775064834> 0> STATE: enter zombie.gameStates.IngameState.
[13-10-24 01:17:44.908] LOG  : General     , 1728775064908> 0> GroundItemSpawnerItems found total of 1 to spawn!.
[13-10-24 01:17:45.731] LOG  : General     , 1728775065731> 0> Init ISContextManager.
[13-10-24 01:17:45.844] LOG  : General     , 1728775065844> 0> ***** Ammo & Magazine icon MOD *****.
[13-10-24 01:17:45.844] LOG  : General     , 1728775065844> 0> It was added to the game system!.
[13-10-24 01:17:45.844] LOG  : General     , 1728775065844> 0> ***** Ammunition of Box & Cardboard Case MOD *****.
[13-10-24 01:17:45.844] LOG  : General     , 1728775065844> 0> It was added to the game system!.
[13-10-24 01:17:45.850] LOG  : General     , 1728775065850> 0> TRUE CRAWL : IsTrueCrawlEnabled? 	[	true	].
[13-10-24 01:17:45.850] LOG  : General     , 1728775065850> 0> CreateType.
[13-10-24 01:17:45.851] LOG  : General     , 1728775065851> 0> TRUE CRAWL : isSurvivorNpcModEnabled? 	[	false	].
[13-10-24 01:17:45.851] LOG  : General     , 1728775065851> 0> TRUE CRAWL : isTrueCrouchingEnabled? 	[	true	].
[13-10-24 01:17:45.851] LOG  : General     , 1728775065851> 0> Mod Loaded: Crafting Enhanced Core by TheHunterJP (v1.0.0).
[13-10-24 01:17:45.851] LOG  : General     , 1728775065851> 0> Adding MRE Box to NecroForge.
[13-10-24 01:17:45.898] LOG  : General     , 1728775065898> 0> adding unknown item param "cucumberseed" = "SurFarm".
[13-10-24 01:17:45.898] LOG  : General     , 1728775065898> 0> adding unknown item param "cucumberbagseed" = "SurFarm".
[13-10-24 01:17:45.915] LOG  : General     , 1728775065915> 0> [CraftHelperContinued] Loading items....
[13-10-24 01:17:46.059] LOG  : General     , 1728775066059> 0> Warning: Moveable not valid.
[13-10-24 01:17:46.300] LOG  : General     , 1728775066300> 0> [CraftHelperContinued] Loaded All Items in 0.385 seconds.
[13-10-24 01:17:46.301] LOG  : General     , 1728775066301> 0> [CraftHelperContinued] 9154 items loaded..
[13-10-24 01:17:46.301] LOG  : General     , 1728775066301> 0> [CraftHelperContinued] 53 obsolete items skipped..
[13-10-24 01:17:46.302] LOG  : General     , 1728775066302> 0> [CraftHelperContinued] Loaded CraftingEnhancedCore Items in 0.001 seconds.
[13-10-24 01:17:46.302] LOG  : General     , 1728775066302> 0> [CraftHelperContinued] 5 CEC items loaded..
[13-10-24 01:17:46.323] LOG  : General     , 1728775066323> 0> [CraftHelperContinued] Loaded Traits in 0.021 seconds.
[13-10-24 01:17:46.323] LOG  : General     , 1728775066323> 0> [CraftHelperContinued] 333 traits loaded..
[13-10-24 01:17:46.324] LOG  : General     , 1728775066324> 0> [CraftHelperContinued] Loaded Professions in 0.001 seconds.
[13-10-24 01:17:46.325] LOG  : General     , 1728775066325> 0> [CraftHelperContinued] 22 professions loaded..
[13-10-24 01:17:46.328] LOG  : General     , 1728775066328> 0> [CraftHelperContinued] Loaded Skills in 0.003 seconds.
[13-10-24 01:17:46.328] LOG  : General     , 1728775066328> 0> [CraftHelperContinued] 36 skills loaded..
[13-10-24 01:17:46.328] LOG  : General     , 1728775066328> 0> [CraftHelperContinued] Loading recipes....
[13-10-24 01:17:46.960] LOG  : General     , 1728775066960> 0> [CraftHelperContinued] Loaded All Recipes in 0.632 seconds.
[13-10-24 01:17:46.960] LOG  : General     , 1728775066960> 0> [CraftHelperContinued] 4634 recipes loaded..
[13-10-24 01:17:46.960] LOG  : General     , 1728775066960> 0> [CraftHelperContinued] Loading evolved recipes....
[13-10-24 01:17:47.076] LOG  : General     , 1728775067075> 0> [CraftHelperContinued] Loaded All Evolved Recipes in 0.115 seconds.
[13-10-24 01:17:47.076] LOG  : General     , 1728775067076> 0> [CraftHelperContinued] 104 evolved recipes loaded..
[13-10-24 01:17:47.076] LOG  : General     , 1728775067076> 0> [CraftHelperContinued] 49 hidden evolved recipes skipped..
[13-10-24 01:17:47.076] LOG  : General     , 1728775067076> 0> [CraftHelperContinued] Loading CraftingEnhancedCore recipes....
[13-10-24 01:17:47.076] LOG  : General     , 1728775067076> 0> [CraftHelperContinued] Loaded CraftingEnhancedCore Recipes in 0 seconds.
[13-10-24 01:17:47.076] LOG  : General     , 1728775067076> 0> [CraftHelperContinued] 5 CEC recipes loaded..
[13-10-24 01:17:47.077] LOG  : General     , 1728775067077> 0> [CraftHelperContinued] Loaded Traits Recipes in 0.001 seconds.
[13-10-24 01:17:47.077] LOG  : General     , 1728775067077> 0> [CraftHelperContinued] 192 trait recipes loaded..
[13-10-24 01:17:47.077] LOG  : General     , 1728775067077> 0> [CraftHelperContinued] Loaded Profession free recipes and traits in 0 seconds.
[13-10-24 01:17:47.077] LOG  : General     , 1728775067077> 0> [CraftHelperContinued] 63 profession free recipes loaded..
[13-10-24 01:17:47.078] LOG  : General     , 1728775067078> 0> [CraftHelperContinued] 43 profession traits loaded..
[13-10-24 01:17:47.083] LOG  : General     , 1728775067083> 0> [CraftHelperContinued] Loaded Skill Traits in 0.005 seconds.
[13-10-24 01:17:47.083] LOG  : General     , 1728775067083> 0> [CraftHelperContinued] 333 skill traits loaded..
[13-10-24 01:17:47.085] LOG  : General     , 1728775067085> 0> [CraftHelperContinued] Loaded Skill Professions in 0.002 seconds.
[13-10-24 01:17:47.085] LOG  : General     , 1728775067085> 0> [CraftHelperContinued] 22 skill professions loaded..
[13-10-24 01:17:47.085] LOG  : General     , 1728775067085> 0> [CraftHelperContinued] Loaded all in 1.17 seconds.
[13-10-24 01:17:47.106] LOG  : General     , 1728775067106> 0> [CraftHelperContinued] Removed 304 hidden items.
[13-10-24 01:17:47.720] LOG  : General     , 1728775067720> 0> [CraftHelperContinued] Removed 123 hidden recipes in CHC_window.
[13-10-24 01:17:48.635] LOG  : General     , 1728775068635> 0> [CraftHelperContinued] Removed 123 hidden recipes in CHC_window.
[13-10-24 01:17:48.641] LOG  : General     , 1728775068641> 0> [CraftHelperContinued] No recipes to update state.
[13-10-24 01:17:48.642] LOG  : General     , 1728775068642> 0> [CraftHelperContinued] Initialised. Mod version: 1.9.
[13-10-24 01:17:48.644] LOG  : Network     , 1728775068644> 0> [13-10-24 01:17:48.644] > ConnectionManager: [send-packet] "player-connect" connection: guid=1728774593840718 ip=176.57.174.110 steam-id=76561197983853879 access="admin" username="Shuffmayn" connection-type="UDPRakNet".
[13-10-24 01:17:48.644] LOG  : General     , 1728775068644> 0> Waiting for player-connect response from server.
[13-10-24 01:17:48.655] LOG  : Network     , 1728775068655> 0> Processing delayed packets....
[13-10-24 01:17:48.773] LOG  : General     , 1728775068773> 0> LuaNet: Loading....
[13-10-24 01:17:48.791] WARN : General     , 1728775068791> 0> GameClient.receivePlayerConnect> ReceivePlayerConnect: guid=1728774593840718 mtu=1492 connection-type=UDPRakNet.
[13-10-24 01:17:48.802] LOG  : Network     , 1728775068802> 0> [13-10-24 01:17:48.802] > ZNet: UpdateRichPresenceConnectionInfo: status=In game, connect=+connect 176.57.174.110:29000.
[13-10-24 01:17:49.308] LOG  : General     , 1728775069308> 0> FirstNAME:Shuffmayn.
[13-10-24 01:18:01.381] WARN : General     , 1728775081381> 10.527.073.387> AnimationPlayer.play> Anim Clip not found: InvalidOnPurpose.
[13-10-24 01:20:20.297] LOG  : General     , 1728775220297> 10.527.212.303> Trying to load Moddata: 	table 0x1311995436.
[13-10-24 01:20:20.297] LOG  : General     , 1728775220297> 10.527.212.303> RemoteLinkTable loaded: 	nil.
[13-10-24 01:20:20.297] LOG  : General     , 1728775220297> 10.527.212.303> No Remote Linktable could be found in the  ModData.
[13-10-24 01:20:20.297] LOG  : General     , 1728775220297> 10.527.212.303> [forageSystem][generateLootTable] Begin generating loot tables.
