[23-09-24 13:53:30.199] LOG  : General     , 1727092410199> 0> FunctionalAppliances.FAPotatoWedges: DisplayCategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.ChurrosDough: displaycategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.ChurrosPlain: displaycategory, FoodP.
[23-09-24 13:53:31.190] LOG  : General     , 1727092411190> 0> SapphCooking.ChurrosChocolate: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.Plate_HuevosRancheros: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.PlateBlue_HuevosRancheros: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.PlateOrange_HuevosRancheros: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.PlateFancy_HuevosRancheros: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.WoodenSkewersMeat: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.WoodenSkewersVegetable: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.WoodenSkewersRat: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.WoodenSkewersRatCooked: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.SlicedChicken: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.SlicedBellPepper: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.SlicedCarrots: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.SlicedTomato: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.SlicedZucchini: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.SlicedEggplant: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.SlicedSteak: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.IcecreamSandwich: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.IcecreamSandwichMelted: displaycategory, FoodP.
[23-09-24 13:53:31.191] LOG  : General     , 1727092411191> 0> SapphCooking.SourCream: displaycategory, FoodP.
[23-09-24 13:53:31.192] LOG  : General     , 1727092411192> 0> SapphCooking.HomemadeSourCream: displaycategory, FoodP.
[23-09-24 13:53:31.192] LOG  : General     , 1727092411192> 0> SapphCooking.CarrotCake: displaycategory, FoodP.
[23-09-24 13:53:31.192] LOG  : General     , 1727092411192> 0> SapphCooking.ChocolateCake: displaycategory, FoodP.
[23-09-24 13:53:31.192] LOG  : General     , 1727092411192> 0> SapphCooking.TurkeyLegs: displaycategory, FoodP.
[23-09-24 13:53:31.192] LOG  : General     , 1727092411192> 0> SapphCooking.Takoyaki: displaycategory, FoodP.
[23-09-24 13:53:31.192] LOG  : General     , 1727092411192> 0> SapphCooking.PastryDough: displaycategory, FoodP.
[23-09-24 13:53:31.192] LOG  : General     , 1727092411192> 0> SapphCooking.Saucepan_Custard: displaycategory, FoodP.
[23-09-24 13:53:31.192] LOG  : General     , 1727092411192> 0> SapphCooking.EggYolk: displaycategory, FoodP.
[23-09-24 13:53:31.192] LOG  : General     , 1727092411192> 0> SapphCooking.SlicedBanana_Bread: displaycategory, FoodP.
[23-09-24 13:53:31.192] LOG  : General     , 1727092411192> 0> SapphCooking.Banana_Bread: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.Bread_Egginhole: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.Gingerbread_Dough: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.Gingerbread_Man: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.Gingerbread_Wall: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.Gingerbread_House: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.Gingerbread_Pieces: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.ScotchEgg: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.ScotchEggRaw: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.SlicedChickenBatter: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.WokFriedRiceEvolved: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.FryingPanFriedRiceEvolved: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.BakedPotato_Evolved: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.SushiEvolved: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.SushiRecipe: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.HotdogCustom: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.HotdogSandwichEvolved: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.HotdogEvolved: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.MincedMeat_Chicken: displaycategory, FoodP.
[23-09-24 13:53:31.193] LOG  : General     , 1727092411193> 0> SapphCooking.SausageEvolved: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.SausageCasing: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.Saucepan_ArrozLecheUn: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.Saucepan_ArrozLeche: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.CevicheBowl: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.CevicheBowlEvolved: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.SpringrollWrapper: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.SpringrollEvolved: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.Saucepan_InstantNoodlesEvolved: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.Mochi: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.Blender_Prep_Shake: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.Blender_Prep_Smoothie: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.Blender_Prep_Puree: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.Blender_Milkshake: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.Blender_Smoothie: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.Blender_Puree: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.Blender_Sorbet: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.SaucepanwithBorschtPrep: displaycategory, FoodP.
[23-09-24 13:53:31.194] LOG  : General     , 1727092411194> 0> SapphCooking.WokPan_RoastVeg: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.TakeoutBoxFood: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.TakeoutBoxFood_Noodle: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.TakeoutBoxFood_Soup: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.FrenchToast_Prep: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.FrenchToast_Evolved: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.WokPan_CacioPepePrep: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.WokPan_CacioPepeEvolved: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.FlatbreadDough: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.Flatbread: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.FlatbreadEvolved: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.CandyApple: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.Blender_Prep_Juice: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.Blender_Juice: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.LowBallMilkshake: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.CocktailGlassMilkshake: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.BeverageMilkshake: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.Mug_Milkshake: displaycategory, FoodP.
[23-09-24 13:53:31.195] LOG  : General     , 1727092411195> 0> SapphCooking.MugWhite_Milkshake: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.MugRed_Milkshake: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.MugSpiffo_Milkshake: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.Crepe: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.CrepeEvolved: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.BloomingOnion: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.FriedEggplant: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.LowBallSmoothie: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.CocktailGlassSmoothie: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.BeverageSmoothie: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.Mug_Evolved: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.MugWhite_Evolved: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.MugRed_Evolved: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.MugSpiffo_Evolved: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.PlasticCup_Evolved: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.Falafel_Uncooked: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.Falafel_Fried: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.SapphCooking.SmashBurger: displaycategory, FoodP.
[23-09-24 13:53:31.196] LOG  : General     , 1727092411196> 0> SapphCooking.Popsicle_White: displaycategory, FoodP.
[23-09-24 13:53:31.197] LOG  : General     , 1727092411197> 0> SapphCooking.Popsicle_Green: displaycategory, FoodP.
[23-09-24 13:53:31.197] LOG  : General     , 1727092411197> 0> SapphCooking.Popsicle_Pink: displaycategory, FoodP.
[23-09-24 13:53:31.197] LOG  : General     , 1727092411197> 0> SapphCooking.Popsicle_Blue: displaycategory, FoodP.
[23-09-24 13:53:31.197] LOG  : General     , 1727092411197> 0> SapphCooking.Popsicle_Purple: displaycategory, FoodP.
[23-09-24 13:53:31.197] LOG  : General     , 1727092411197> 0> SapphCooking.Popsicle_Yellow: displaycategory, FoodP.
[23-09-24 13:53:31.197] LOG  : General     , 1727092411197> 0> SapphCooking.Popsicle_Orange: displaycategory, FoodP.
[23-09-24 13:53:31.197] LOG  : General     , 1727092411197> 0> SapphCooking.Popsicle_Red: displaycategory, FoodP.
[23-09-24 13:53:31.197] LOG  : General     , 1727092411197> 0> SapphCooking.Spice_PestoBowl: displaycategory, FoodP.
[23-09-24 13:53:31.197] LOG  : General     , 1727092411197> 0> SapphCooking.Sausage_PigBlanket: displaycategory, FoodP.
[23-09-24 13:53:31.197] LOG  : General     , 1727092411197> 0> SapphCooking.Tanghulu: displaycategory, FoodP.
[23-09-24 13:53:31.197] LOG  : General     , 1727092411197> 0> SapphCooking.CakeSlice_NianGao: displaycategory, FoodP.
[23-09-24 13:53:31.197] LOG  : General     , 1727092411197> 0> SapphCooking.Cake_NianGao: displaycategory, FoodP.
[23-09-24 13:53:31.197] LOG  : General     , 1727092411197> 0> SapphCooking.BottleofJuice: displaycategory, FoodP.
[23-09-24 13:53:31.197] LOG  : General     , 1727092411197> 0> SapphCooking.Corn_Cob: displaycategory, FoodP.
[23-09-24 13:53:31.197] LOG  : General     , 1727092411197> 0> SapphCooking.Corn_CobEvolved: displaycategory, FoodP.
[23-09-24 13:53:31.197] LOG  : General     , 1727092411197> 0> SapphCooking.Pretzel: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.Pretzel_Tray: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.SapphDoughnut_Evolved: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.SapphDoughnutChocolate_Evolved: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.Eclair_Evolved: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.Eclair_Chocolate_Evolved: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.Eclair_WhiteChocolate_Evolved: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.Wokpan_BaconandEggs: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.LettuceWrap: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.LettuceWrap_Evolved: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.CakePrep_Chocolate: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.CakePrep_Carrot: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.CakePrep_RedVelvet: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.CakePrep_BlackForestCake: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.CakePrep_StrawberryCake: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.CakeRaw_BlackForestCake: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.CakeRaw_Chocolate: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.CakeRaw_Carrot: displaycategory, FoodP.
[23-09-24 13:53:31.198] LOG  : General     , 1727092411198> 0> SapphCooking.CakeRaw_Strawberry: displaycategory, FoodP.
[23-09-24 13:53:31.199] LOG  : General     , 1727092411199> 0> SapphCooking.CakeRaw_RedVelvet: displaycategory, FoodP.
[23-09-24 13:53:31.199] LOG  : General     , 1727092411199> 0> SapphCooking.CakeRaw_Birthday: displaycategory, FoodP.
[23-09-24 13:53:31.199] LOG  : General     , 1727092411199> 0> SapphCooking.Cake_Candle: displaycategory, FoodP.
[23-09-24 13:53:31.199] LOG  : General     , 1727092411199> 0> SapphCooking.CakeChocolate_Candle: displaycategory, FoodP.
[23-09-24 13:53:31.199] LOG  : General     , 1727092411199> 0> SapphCooking.CakeCarrot_Candle: displaycategory, FoodP.
[23-09-24 13:53:31.199] LOG  : General     , 1727092411199> 0> SapphCooking.CakeRedVelvet_Candle: displaycategory, FoodP.
[23-09-24 13:53:31.199] LOG  : General     , 1727092411199> 0> SapphCooking.CakeBlackForest_Candle: displaycategory, FoodP.
[23-09-24 13:53:31.199] LOG  : General     , 1727092411199> 0> SapphCooking.CakeStrawberry_Candle: displaycategory, FoodP.
[23-09-24 13:53:31.199] LOG  : General     , 1727092411199> 0> SapphCooking.CakeBirthday_Candle: displaycategory, FoodP.
[23-09-24 13:53:31.199] LOG  : General     , 1727092411199> 0> SapphCooking.Parmesan_CheeseWheel: displaycategory, FoodP.
[23-09-24 13:53:31.199] LOG  : General     , 1727092411199> 0> SapphCooking.Blue_CheeseWheel: displaycategory, FoodP.
[23-09-24 13:53:31.199] LOG  : General     , 1727092411199> 0> SapphCooking.BlueCheese: displaycategory, FoodP.
[23-09-24 13:53:31.199] LOG  : General     , 1727092411199> 0> SapphCooking.Truffle: displaycategory, FoodP.
[23-09-24 13:53:31.199] LOG  : General     , 1727092411199> 0> SapphCooking.MozzarelaSticks: displaycategory, FoodP.
[23-09-24 13:53:31.199] LOG  : General     , 1727092411199> 0> SapphCooking.BakingTray_MacaronCookies1: displaycategory, FoodP.
[23-09-24 13:53:31.199] LOG  : General     , 1727092411199> 0> SapphCooking.BakingTray_MacaronCookies2: displaycategory, FoodP.
[23-09-24 13:53:31.199] LOG  : General     , 1727092411199> 0> SapphCooking.BakingTray_MacaronCookies3: displaycategory, FoodP.
[23-09-24 13:53:31.200] LOG  : General     , 1727092411200> 0> SapphCooking.BakingTray_MacaronCookies4: displaycategory, FoodP.
[23-09-24 13:53:31.200] LOG  : General     , 1727092411200> 0> SapphCooking.Macaron_Cookies_Pink: displaycategory, FoodP.
[23-09-24 13:53:31.200] LOG  : General     , 1727092411200> 0> SapphCooking.Macaron_Cookies_Red: displaycategory, FoodP.
[23-09-24 13:53:31.200] LOG  : General     , 1727092411200> 0> SapphCooking.Macaron_Cookies_Blue: displaycategory, FoodP.
